2016-05-10 02:45:44,49,0,2,130,165,32,273,5,-5234,291,57,121,31,56,27,17,-20,-53,-27,14,20,-5,-19,29,15,-21,-6,11,0,145,131,56,274,12,92,855,55,99,26,7,703,107,-194,163,-109,72,-57,38,-25,19,-6,-3,1,2,1,3,-6,5,-1,2
2016-05-10 02:45:46,51,0,2,130,164,32,243,5,-5218,288,54,128,27,58,26,16,-17,-56,-29,8,20,-3,-20,27,14,-21,-5,11,0,147,143,61,231,23,83,822,66,108,26,7,707,97,-197,172,-115,74,-59,38,-25,20,-8,-3,4,-0,1,3,-5,5,0,2
2016-05-10 02:45:49,52,0,2,134,166,34,256,5,-5218,281,53,124,30,61,24,17,-23,-58,-22,9,14,-7,-18,26,17,-21,-2,10,0,154,141,80,236,22,96,820,56,102,28,8,736,96,-196,171,-118,78,-62,40,-23,17,-7,-3,3,2,-2,5,-3,2,-1,2
2016-05-10 02:45:51,54,0,2,133,163,39,268,6,-5136,300,52,103,26,59,29,22,-20,-44,-26,10,21,-10,-20,26,14,-24,-8,10,0,153,126,70,280,11,136,905,67,112,33,9,590,109,-197,172,-119,82,-64,45,-28,18,-9,3,-2,6,-4,5,-6,5,-1,2
2016-05-10 02:45:53,88,0,2,159,168,65,249,13,-4971,269,63,74,20,73,22,45,-30,-26,-49,11,12,-17,-14,30,26,-22,-2,9,0,144,206,68,212,11,129,775,64,123,36,8,607,94,-209,216,-176,116,-85,76,-66,54,-43,33,-19,9,-3,0,0,3,0,2
2016-05-10 02:45:55,59,0,2,145,171,48,225,7,-5159,263,40,123,30,58,19,25,-18,-46,-32,10,25,-12,-15,27,18,-20,-6,9,0,145,170,87,301,19,113,881,82,123,37,11,642,118,-199,184,-135,97,-84,65,-44,29,-19,7,-1,3,-4,7,-6,5,-1,2
2016-05-10 02:45:58,57,0,2,140,171,41,265,7,-5136,271,53,116,29,63,30,21,-18,-52,-36,10,24,-7,-14,33,21,-19,-3,14,0,142,133,81,273,11,109,763,75,113,36,7,827,124,-194,172,-125,89,-73,54,-40,29,-16,8,-6,7,-5,4,-3,4,-1,2
2016-05-10 02:46:00,54,0,2,139,168,39,260,6,-5171,266,55,126,30,64,30,22,-15,-51,-32,10,13,-8,-22,28,17,-26,-7,6,0,145,131,102,251,12,92,1018,64,105,27,8,550,137,-199,186,-140,100,-80,55,-36,24,-12,5,-3,4,-5,10,-7,4,-1,2
2016-05-10 02:46:02,46,0,2,128,163,29,200,5,-5154,278,67,130,38,74,38,25,-16,-50,-24,13,19,-11,-25,25,12,-26,-13,4,0,147,111,66,197,13,82,1331,57,83,35,12,298,101,-199,183,-135,92,-73,49,-31,22,-9,0,-1,6,-5,7,-5,3,0,2
2016-05-10 02:46:05,53,0,2,141,170,42,247,6,-5144,267,55,115,27,67,30,21,-23,-50,-33,13,23,-7,-20,24,19,-22,-10,10,0,143,143,43,294,16,112,1068,77,92,42,11,548,125,-200,188,-145,104,-85,60,-36,21,-10,3,-1,1,-1,4,-4,4,-1,2
