@relation arousal

@attribute Zcr numeric
@attribute Energy numeric
@attribute EnergyEntropy numeric
@attribute SpectralCentroid numeric
@attribute SpectralCentroidSpread numeric
@attribute SpectralEntropy numeric
@attribute SpectralFlux numeric
@attribute SpectralRollOff numeric
@attribute MFCC1 numeric
@attribute MFCC2 numeric
@attribute MFCC3 numeric
@attribute MFCC4 numeric
@attribute MFCC5 numeric
@attribute MFCC6 numeric
@attribute MFCC7 numeric
@attribute MFCC8 numeric
@attribute MFCC9 numeric
@attribute MFCC10 numeric
@attribute MFCC11 numeric
@attribute MFCC12 numeric
@attribute MFCC13 numeric
@attribute HarmonicRatio numeric
@attribute F0 numeric
@attribute ChromaVector1 numeric
@attribute ChromaVector2 numeric
@attribute ChromaVector3 numeric
@attribute ChromaVector4 numeric
@attribute ChromaVector5 numeric
@attribute ChromaVector6 numeric
@attribute ChromaVector7 numeric
@attribute ChromaVector8 numeric
@attribute ChromaVector9 numeric
@attribute ChromaVector10 numeric
@attribute ChromaVector11 numeric
@attribute ChromaVector12 numeric
@attribute LPC1 numeric
@attribute LPC2 numeric
@attribute LPC3 numeric
@attribute LPC4 numeric
@attribute LPC5 numeric
@attribute LPC6 numeric
@attribute LPC7 numeric
@attribute LPC8 numeric
@attribute LPC9 numeric
@attribute arousal {-2,-1,0,1,2}

@data
37,2,2,60,92,19,243,6,-39,5,1,0,0,1,1,0,0,-1,0,0,0,1,118,1,1,2,6,0,4,1,1,0,0,13,0,-187,75,-3,32,-11,-11,10,5,-15,-2
32,2,2,57,92,5,247,4,-39,6,1,1,0,0,0,0,0,-1,0,0,0,1,122,0,4,1,6,0,3,0,1,0,0,10,0,-180,66,-8,38,-12,-7,11,10,-23,-2
42,2,2,63,97,17,253,5,-39,6,1,0,0,0,0,0,0,-1,0,0,0,1,154,1,1,1,6,0,3,0,2,0,0,13,0,-182,71,-12,41,-15,-7,10,8,-20,-2
39,2,2,57,80,14,213,5,-39,6,1,0,0,0,0,0,0,0,0,0,0,0,120,0,1,2,4,0,4,0,1,0,0,13,0,-196,91,-11,33,-13,-7,12,4,-22,-2
40,2,2,65,102,23,258,5,-39,5,1,0,0,1,1,0,0,0,0,0,0,1,131,1,4,1,9,3,1,0,2,0,0,8,0,-179,64,-2,36,-13,-14,10,5,-15,-2
43,1,2,65,94,21,267,6,-39,6,1,0,0,0,0,0,0,0,0,0,0,1,139,2,2,1,5,1,4,0,2,0,0,13,0,-188,74,-5,39,-16,-11,14,7,-22,-2
29,1,2,57,106,9,322,4,-41,5,1,1,1,1,1,0,0,-1,0,0,0,0,110,0,2,1,12,1,1,0,0,0,0,8,0,-178,72,-15,37,-14,-10,7,13,-21,-2
42,2,2,61,83,9,214,6,-38,6,1,0,-1,0,0,0,0,0,0,0,0,1,126,2,10,1,4,1,1,0,4,0,0,9,0,-197,96,-14,20,-8,4,15,2,-22,-2
44,2,2,63,93,25,282,6,-39,6,1,0,0,0,1,0,0,0,0,0,0,1,142,1,1,3,6,0,4,0,1,0,0,12,0,-176,52,5,36,-9,-8,5,6,-14,-2
48,2,2,66,88,22,250,6,-38,6,1,0,0,0,1,0,0,-1,0,0,0,1,142,2,5,1,5,2,2,0,1,0,0,10,0,-201,101,-8,26,-19,-6,16,7,-23,-2
39,1,2,63,97,15,312,5,-39,5,1,0,0,0,0,0,0,0,0,0,0,0,111,3,3,0,9,1,2,1,3,0,0,9,0,-182,71,-9,36,-13,-10,16,9,-24,-2
36,1,2,60,98,12,268,5,-39,5,1,0,0,0,1,0,0,0,0,0,0,1,112,3,1,1,8,0,2,0,2,0,0,13,0,-178,62,-3,32,-8,-9,9,11,-20,-2
34,1,2,58,94,12,234,5,-40,5,1,1,0,0,0,0,0,0,0,0,0,1,111,1,3,1,9,0,2,1,2,0,0,10,0,-189,85,-12,32,-13,-12,14,7,-22,-2
37,1,2,64,99,14,321,5,-39,5,1,1,0,0,1,0,0,0,0,0,0,0,118,1,1,2,6,0,2,0,1,0,0,13,0,-189,97,-30,34,-15,-3,13,11,-23,-2
34,1,2,57,92,11,269,5,-39,5,1,1,0,0,1,0,0,0,0,0,0,1,117,1,1,1,9,0,3,0,1,0,0,11,0,-185,75,-4,31,-10,-15,9,11,-19,-2
34,0,2,69,118,14,359,5,-40,5,1,1,0,0,1,0,0,0,0,0,0,0,129,2,2,0,11,1,2,0,2,0,0,9,0,-167,63,-28,45,-10,-11,9,15,-25,-2
37,1,2,66,103,11,290,5,-39,5,1,0,0,0,0,0,0,0,0,0,0,1,113,3,4,0,8,1,2,0,3,0,0,12,0,-184,85,-31,47,-12,-15,18,13,-29,-2
34,1,2,60,98,10,306,5,-40,5,1,1,0,1,1,0,0,-1,0,0,0,1,113,1,1,1,7,0,3,0,2,0,0,11,0,-185,81,-16,38,-18,-7,11,14,-24,-2
39,2,2,64,101,7,322,5,-39,5,1,0,0,0,0,0,0,0,0,0,0,1,124,2,4,0,7,1,3,0,3,0,0,11,0,-179,71,-19,43,-11,-9,10,12,-24,-2
41,1,2,67,111,22,326,5,-40,5,1,0,0,1,1,0,0,0,0,0,0,0,139,2,1,1,9,1,2,0,1,0,0,10,0,-178,72,-19,44,-18,-8,9,12,-22,-2
40,1,2,68,105,18,280,5,-39,5,1,0,0,0,1,0,0,0,0,0,0,0,110,2,1,2,9,1,3,0,1,0,0,11,0,-173,61,-11,35,-9,-7,7,8,-18,-2
43,1,2,66,91,30,233,6,-39,6,1,0,0,0,1,0,0,0,0,0,0,1,122,3,1,1,10,0,2,1,3,0,0,11,0,-196,89,-5,36,-20,-13,10,9,-20,-2
43,1,2,63,91,23,254,6,-39,6,1,0,0,0,1,0,0,-1,0,0,0,1,175,1,1,1,8,1,3,0,1,0,0,13,0,-190,77,-1,37,-16,-14,11,8,-18,-2
25,1,2,54,101,5,391,3,-40,5,1,1,1,1,1,0,0,0,0,0,0,0,114,0,1,0,9,1,1,0,1,0,0,11,0,-178,72,-13,32,-12,-10,10,10,-20,-2
29,1,2,61,111,11,306,4,-40,5,1,1,1,1,1,0,0,0,0,0,0,1,124,1,2,0,15,1,0,0,1,0,0,7,0,-169,55,-7,37,-12,-13,8,13,-21,1
37,2,2,61,84,22,288,6,-38,6,1,0,0,1,1,0,0,0,0,0,0,0,114,2,3,2,6,1,3,0,2,0,0,11,0,-207,111,-14,32,-20,-9,11,9,-20,1
44,2,2,70,110,23,300,5,-38,5,1,0,0,1,1,0,0,0,0,0,0,1,160,1,4,1,8,1,2,1,1,0,0,9,0,-172,52,0,37,-12,-7,4,12,-15,1
35,1,2,62,104,5,279,5,-39,5,1,1,0,0,0,0,0,0,0,0,0,0,109,2,1,1,7,0,3,0,2,0,0,11,0,-175,64,-12,34,-11,-4,9,11,-20,1
38,1,2,66,107,21,293,5,-39,5,1,1,1,1,1,0,0,0,0,0,0,0,145,0,2,1,10,1,3,1,1,0,0,9,0,-177,75,-22,36,-9,-6,2,10,-16,1
42,2,2,76,113,22,287,6,-39,5,1,0,0,1,1,0,0,0,0,0,0,1,127,1,1,2,5,0,4,1,1,0,0,14,0,-177,77,-27,33,-4,-3,6,9,-20,1
39,2,2,65,102,17,337,5,-39,5,1,0,0,1,1,0,0,0,0,0,0,0,123,1,2,1,8,1,2,1,2,0,0,10,0,-178,63,-5,35,-10,-7,5,10,-22,1
35,1,2,61,96,17,247,5,-39,5,1,0,0,1,1,0,0,0,0,0,0,1,124,2,2,1,10,1,2,1,2,0,0,10,0,-188,81,-6,30,-11,-12,7,10,-16,1
33,1,2,68,113,9,292,5,-39,5,1,0,0,1,1,0,0,0,0,0,0,0,108,0,1,1,5,0,3,0,1,0,0,14,0,-164,57,-22,30,-1,1,5,8,-18,1
36,3,2,60,92,11,274,5,-39,5,1,0,0,1,1,0,0,-1,0,0,0,1,151,0,6,2,7,1,2,0,1,0,0,9,0,-188,86,-19,30,-3,-7,10,6,-20,1
41,2,3,65,94,24,333,6,-38,5,1,0,0,1,1,0,0,-1,0,0,0,1,132,1,2,1,8,1,2,0,1,0,0,13,0,-199,113,-38,36,-12,-1,8,10,-20,1
35,1,2,61,105,6,257,4,-40,5,1,1,0,1,1,0,0,0,0,0,0,1,117,3,3,0,10,1,1,0,3,0,0,9,0,-178,69,-14,38,-13,-8,8,15,-26,1
43,2,2,70,101,10,223,5,-39,5,1,0,0,0,0,0,0,-1,0,0,0,1,150,1,10,1,5,1,1,0,2,0,0,7,0,-180,78,-22,25,2,-2,9,7,-21,1
43,2,2,64,96,23,244,6,-38,5,1,0,0,1,1,0,0,0,0,0,0,1,158,2,2,1,10,1,3,1,1,0,0,10,0,-188,82,-13,35,-7,-13,8,11,-20,1
35,1,2,61,99,10,327,5,-40,5,1,0,0,0,1,0,0,0,0,0,0,1,118,2,4,1,10,1,1,0,2,0,0,9,0,-183,72,-6,32,-8,-10,5,9,-21,1
43,1,2,65,95,27,299,6,-39,5,1,0,0,1,1,0,0,0,0,0,0,1,143,2,2,0,9,1,2,1,2,0,0,11,0,-190,84,-9,29,-5,-11,1,10,-15,1
40,3,2,63,93,8,280,5,-39,6,1,0,0,1,0,0,0,-1,0,0,0,1,148,1,7,1,6,0,2,0,1,0,0,9,0,-187,81,-15,34,-12,-2,4,8,-21,1
35,2,2,59,92,7,278,5,-39,5,1,0,0,0,0,0,0,0,0,0,0,1,128,2,4,1,4,0,2,0,2,0,0,13,0,-186,88,-31,31,5,-7,10,6,-19,1
44,1,2,73,114,22,267,6,-39,5,1,0,0,1,1,0,0,0,0,0,0,0,158,1,4,1,9,1,2,1,2,0,0,7,0,-178,76,-24,41,-15,-3,7,10,-25,1
37,1,2,63,103,7,255,5,-39,5,1,0,0,1,1,0,0,-1,0,0,0,1,132,1,7,1,11,1,0,0,1,0,0,6,0,-183,80,-14,24,-5,-4,11,9,-22,1
43,3,2,65,92,17,221,6,-38,5,1,0,0,1,1,0,0,-1,0,0,0,1,163,2,10,0,7,2,1,0,2,0,0,6,0,-194,92,-15,31,-10,-6,8,7,-20,1
46,3,2,67,97,19,312,5,-39,5,1,0,0,1,1,0,0,0,0,0,0,1,191,1,7,0,10,3,1,0,2,0,0,4,0,-187,77,-3,30,-13,-5,5,6,-18,1
58,3,3,77,104,31,240,7,-38,5,0,0,0,1,1,0,0,0,0,0,0,1,194,4,5,1,10,3,2,1,2,0,0,5,0,-198,106,-23,32,-16,-4,8,5,-18,1
35,1,2,63,98,12,263,5,-39,5,1,0,0,1,1,0,0,0,0,0,0,0,111,1,1,1,6,0,3,1,1,0,0,15,0,-186,87,-24,32,-7,-1,4,10,-21,1
46,4,2,67,98,22,210,6,-38,5,1,0,0,1,1,0,0,0,0,0,0,1,162,2,5,1,10,1,1,0,1,0,0,7,0,-187,80,-2,17,-5,-3,10,5,-16,1
28,2,2,59,108,3,331,4,-40,5,1,1,1,1,1,0,0,0,0,0,0,1,127,0,2,1,12,0,1,0,1,0,0,8,0,-166,53,-14,38,-9,-9,9,11,-21,1
46,3,2,65,85,20,232,7,-38,6,1,0,0,0,0,0,0,0,0,0,0,1,155,2,8,1,6,1,2,0,3,0,0,7,0,-197,89,-3,24,-6,-4,8,2,-17,1
49,2,2,69,98,27,247,6,-38,5,1,0,0,1,1,0,0,-1,0,0,0,1,171,0,7,1,8,2,2,1,1,0,0,5,0,-187,75,-4,33,-9,-9,3,6,-17,1
47,2,2,67,94,32,322,7,-38,6,1,0,0,1,1,0,0,0,0,0,0,1,151,3,2,2,6,0,4,1,1,0,0,11,0,-185,69,4,29,-9,-9,6,8,-15,1
33,1,2,59,100,7,273,4,-40,5,1,1,0,1,0,0,0,0,0,0,0,0,120,2,5,0,11,1,1,0,2,0,0,7,0,-181,73,-9,31,-9,-10,10,8,-20,1
42,5,2,62,87,5,166,5,-38,6,1,0,0,0,0,0,0,-1,0,0,0,1,159,1,10,1,8,0,2,0,1,0,0,6,0,-186,77,-13,22,5,1,6,2,-17,1
47,1,2,72,104,29,308,6,-39,6,1,0,0,1,1,0,0,0,0,0,0,0,172,2,2,1,11,1,2,1,1,0,0,10,0,-184,71,-6,40,-16,-8,4,9,-18,1
43,2,2,67,103,7,256,5,-39,5,1,0,0,1,1,0,0,0,0,0,0,1,134,1,6,0,8,1,1,0,1,0,0,8,0,-170,61,-10,25,-5,-1,8,8,-22,1
42,1,2,68,104,19,307,6,-39,5,1,0,0,0,1,0,0,0,0,0,0,1,111,4,3,0,8,1,1,1,2,0,0,10,0,-183,69,0,31,-13,-7,7,10,-20,1
41,1,2,66,101,14,305,5,-39,5,1,0,0,0,1,0,0,0,0,0,0,1,129,4,6,0,10,1,1,0,2,0,0,7,0,-183,74,-13,40,-12,-8,9,10,-23,1
37,1,2,65,102,18,307,5,-39,5,1,0,0,1,1,0,0,0,0,0,0,0,119,1,4,1,10,1,1,0,1,0,0,7,0,-182,74,-5,27,-10,-9,9,7,-17,1
40,1,2,68,104,22,297,5,-39,5,1,0,0,1,1,0,0,0,0,0,0,1,149,1,2,1,9,1,2,1,1,0,0,11,0,-179,77,-13,23,-11,-2,11,9,-20,1
36,1,2,60,94,16,260,5,-39,5,1,0,0,1,1,0,0,0,0,0,0,0,138,1,1,1,9,0,2,0,1,0,0,10,0,-188,82,-12,32,-11,-10,10,8,-19,1
37,1,2,64,103,15,317,5,-39,5,1,0,0,0,0,0,0,0,0,0,0,1,122,3,3,1,8,0,2,1,2,0,0,11,0,-177,62,-6,34,-8,-4,3,7,-19,1
36,1,2,65,107,13,324,5,-40,5,1,1,0,1,1,0,0,0,0,0,0,0,121,2,2,1,10,1,2,0,2,0,0,10,0,-178,69,-15,43,-17,-7,9,11,-26,1
39,1,2,65,100,18,297,6,-39,5,1,0,0,1,1,0,0,0,0,0,0,0,124,2,5,1,9,1,1,0,3,0,0,8,0,-186,82,-17,35,-11,-5,9,6,-19,1
33,2,2,58,101,5,281,4,-40,5,1,1,0,1,1,0,0,0,0,0,0,1,120,2,3,0,10,1,1,0,2,0,0,8,0,-174,63,-10,28,-3,-7,7,8,-18,1
41,2,2,65,98,14,301,5,-39,5,1,0,0,1,0,0,0,-1,0,0,0,0,141,1,4,2,8,0,2,1,1,0,0,10,0,-185,77,-9,26,-8,0,6,6,-19,1
35,2,2,57,94,5,366,4,-39,5,1,1,0,0,0,0,0,0,0,0,0,1,134,1,6,0,9,0,1,0,1,0,0,7,0,-181,71,-9,29,-7,-4,10,3,-18,1
39,1,2,61,96,18,331,5,-39,5,1,0,0,1,1,0,0,0,0,0,0,1,129,2,2,1,11,0,2,1,1,0,0,9,0,-185,77,-7,28,-8,-8,9,8,-17,1
32,1,2,62,111,11,283,4,-40,5,1,1,0,1,1,0,0,0,0,0,0,0,107,1,1,1,11,1,2,0,1,0,0,9,0,-167,48,-3,36,-11,-7,6,9,-18,1
47,2,2,65,84,25,229,7,-38,6,1,0,0,0,0,0,0,0,0,0,0,1,123,4,5,1,6,2,1,1,3,0,0,9,0,-201,96,-5,31,-13,-11,12,2,-20,1
46,2,2,69,95,34,270,6,-38,6,0,0,0,1,1,0,0,0,0,0,0,1,194,2,2,1,9,2,2,1,1,0,0,11,0,-193,83,-4,31,-10,-11,8,3,-18,1
24,1,2,55,110,2,333,3,-41,4,1,1,1,1,1,0,0,0,0,0,0,1,118,0,1,0,15,1,1,0,1,0,0,7,0,-163,51,-9,31,-8,-10,9,10,-17,1
50,4,2,82,113,33,314,7,-37,4,0,1,0,1,1,0,0,0,0,0,0,1,155,1,4,2,11,1,1,1,4,1,0,5,0,-206,134,-51,52,-41,19,-15,24,-25,2
58,5,2,89,120,35,385,7,-37,5,0,0,0,1,1,0,0,-1,0,0,0,1,191,2,6,1,8,3,2,1,2,0,0,6,0,-195,116,-47,41,-21,3,10,10,-17,2
69,6,2,104,133,47,349,8,-36,4,0,0,0,1,1,0,0,0,0,0,0,1,182,1,4,2,8,2,3,1,3,1,0,5,1,-194,132,-88,70,-25,14,-6,4,-11,2
63,7,3,94,118,39,406,7,-36,5,1,0,0,1,1,0,0,-1,0,0,0,1,227,1,4,2,10,4,2,0,2,0,0,4,0,-196,125,-68,51,-18,13,-3,15,-24,2
61,7,2,84,104,38,444,7,-36,5,0,0,0,1,1,0,0,-1,0,0,0,1,195,1,7,3,10,1,1,2,2,0,0,4,0,-214,147,-54,39,-23,10,-6,15,-19,2
56,5,3,84,107,29,343,7,-37,5,1,0,0,1,1,0,0,-1,0,0,0,1,176,1,8,2,9,2,2,1,2,0,0,3,1,-209,154,-88,51,-10,1,16,4,-23,2
51,5,3,84,119,24,428,6,-37,5,1,0,0,1,1,0,0,0,0,0,0,1,176,1,4,1,9,2,3,1,5,0,0,4,0,-192,116,-56,39,-6,2,3,9,-22,2
58,4,3,91,123,34,350,7,-37,5,1,0,0,1,1,0,0,-1,0,0,0,1,187,1,6,1,8,2,2,1,3,0,0,5,0,-190,122,-74,52,-13,9,6,2,-18,2
60,6,3,84,112,39,350,7,-36,4,0,0,0,1,1,0,0,0,0,0,0,1,193,1,3,2,10,2,4,1,4,0,0,4,0,-212,153,-72,51,-25,6,1,7,-14,2
52,6,3,77,104,22,274,7,-37,5,1,0,0,0,0,0,0,0,0,0,0,1,162,1,3,2,8,1,3,1,6,0,0,3,0,-200,132,-80,54,2,-2,14,-8,-17,2
59,4,2,94,120,45,283,8,-36,5,0,0,0,1,0,0,0,0,0,0,0,1,167,1,5,1,12,2,1,1,3,1,0,3,1,-206,159,-101,55,-10,16,-5,7,-23,2
51,7,2,82,114,34,314,6,-36,4,1,0,0,1,1,0,0,0,0,0,0,1,145,1,3,1,8,2,2,1,5,0,0,5,0,-206,148,-80,56,-35,27,-9,20,-24,2
59,8,3,84,107,37,408,7,-36,5,0,0,0,1,1,0,0,0,0,0,0,1,216,2,3,2,8,3,2,1,6,0,0,3,0,-207,135,-52,43,-26,14,-12,18,-18,2
58,4,2,85,106,34,294,8,-37,5,0,0,0,1,0,0,0,-1,-1,0,0,1,182,1,10,3,7,1,3,1,2,1,0,4,0,-209,143,-65,41,-6,-1,-1,12,-22,2
45,5,3,81,119,21,339,6,-37,4,1,0,0,1,0,0,0,0,0,0,0,1,156,2,3,1,11,1,2,1,4,0,0,5,0,-192,127,-83,57,-13,9,6,8,-26,2
59,7,3,84,104,41,355,8,-36,5,0,0,0,1,1,0,0,0,0,0,0,1,176,2,4,1,12,3,4,1,4,0,0,3,0,-218,160,-66,32,-10,6,1,12,-19,2
59,6,3,85,112,41,349,7,-36,5,0,0,0,1,1,0,0,0,0,0,0,1,196,2,3,2,11,1,2,3,3,0,0,4,0,-208,141,-66,53,-28,16,-12,15,-13,2
49,5,2,79,109,23,368,6,-37,5,1,0,0,1,1,0,0,0,0,0,0,1,175,1,4,2,12,1,4,1,4,0,0,3,0,-204,134,-68,58,-21,5,3,9,-30,2
63,7,3,90,113,41,356,8,-36,5,1,0,0,1,1,0,0,0,0,0,0,1,202,2,3,3,10,2,2,0,5,0,0,2,0,-205,150,-97,66,-16,14,-3,5,-17,2
57,6,3,90,120,34,393,7,-37,4,0,0,0,1,1,0,0,-1,0,0,0,1,187,1,2,3,9,1,1,1,7,0,0,4,1,-194,131,-73,46,-12,7,1,10,-18,2
62,7,3,83,103,43,387,8,-36,5,0,0,0,1,1,0,0,0,0,0,0,1,199,2,2,1,11,3,2,1,5,0,0,3,0,-213,145,-56,40,-19,4,0,12,-20,2
53,5,2,85,110,40,361,7,-37,4,0,0,0,1,1,0,0,0,0,0,0,1,202,1,3,2,11,2,2,1,3,1,0,5,0,-211,154,-82,66,-38,21,-7,11,-15,2
57,5,3,90,115,37,356,8,-37,5,0,0,0,1,1,0,0,-1,0,0,0,1,203,2,7,3,10,2,2,0,2,0,0,4,0,-207,152,-79,41,-4,0,-2,18,-19,2
53,5,3,82,117,28,319,7,-37,5,1,0,0,1,1,0,0,0,0,0,0,1,164,1,5,1,12,2,3,0,3,0,0,3,0,-186,96,-35,28,-3,4,5,3,-17,2
54,5,2,85,119,36,392,7,-37,4,1,0,0,1,1,0,0,-1,0,0,0,1,169,1,3,2,8,3,1,1,4,0,0,5,0,-196,134,-84,50,-5,4,7,6,-23,2
46,5,2,83,127,19,364,5,-37,4,1,0,0,1,1,0,0,0,0,0,0,1,140,1,3,1,11,1,3,0,4,0,0,4,0,-189,122,-79,53,-14,13,-6,22,-24,2
49,5,2,79,110,20,353,6,-37,5,1,0,0,1,0,0,0,0,0,0,0,1,157,1,5,2,7,1,2,1,6,0,0,5,0,-201,137,-86,67,-19,10,3,5,-24,2
61,8,2,85,109,34,367,7,-36,5,0,0,0,1,1,0,0,-1,0,0,0,1,194,0,5,4,9,1,2,1,5,0,0,3,0,-203,129,-59,48,-14,4,2,5,-15,2
57,8,2,81,106,36,362,7,-36,5,0,0,0,1,1,0,0,0,0,0,0,1,194,1,3,2,11,1,4,1,3,0,0,3,0,-208,143,-65,43,-16,7,-2,8,-13,2
52,5,3,82,113,33,289,7,-37,4,0,0,0,1,1,0,0,0,0,0,0,1,175,1,2,3,11,1,1,1,5,1,0,3,1,-206,140,-66,55,-30,9,-4,15,-26,2
43,4,2,69,102,21,299,6,-39,5,0,1,0,1,1,0,0,0,0,0,0,1,158,1,5,1,9,0,1,2,1,0,0,7,0,-202,116,-31,42,-38,15,-1,0,-3,2
54,4,2,81,104,36,391,7,-37,5,0,0,0,1,1,0,0,0,0,0,0,1,186,1,1,1,4,2,3,0,3,0,0,10,0,-215,145,-44,30,-31,28,-16,15,-5,2
62,7,3,103,136,39,269,7,-37,4,0,0,0,1,0,0,0,0,0,0,0,1,171,1,1,2,5,2,3,2,6,0,1,7,0,-180,98,-45,44,-33,23,-2,9,-14,2
63,7,3,92,122,45,340,7,-37,5,0,0,0,1,1,0,0,0,0,0,0,1,161,1,1,2,5,2,3,0,7,0,0,6,0,-190,101,-37,45,-34,24,-3,1,-6,2
62,9,3,82,102,47,315,7,-36,4,0,0,0,1,1,0,0,0,0,0,0,1,165,0,2,2,6,2,2,0,9,1,0,4,0,-224,178,-82,38,-21,18,0,-2,-1,2
58,11,3,78,95,38,298,7,-36,5,1,0,0,1,1,0,0,0,0,0,0,1,207,1,1,2,8,3,1,0,12,0,0,1,0,-201,112,-30,30,-17,15,1,-2,-8,2
52,8,3,74,103,22,393,6,-37,5,1,0,0,1,0,0,0,0,0,0,0,1,168,0,2,3,9,0,3,1,8,0,0,2,0,-193,109,-39,33,-25,22,5,-2,-6,2
54,7,3,87,118,32,359,6,-37,5,1,0,0,1,1,0,0,0,0,0,0,1,179,1,2,1,8,3,2,1,9,0,1,4,0,-188,109,-52,37,-20,23,-2,11,-12,2
50,6,2,74,105,23,355,6,-38,5,1,0,0,1,1,0,0,0,0,0,0,1,170,1,1,2,10,1,2,0,7,0,0,4,0,-201,112,-11,8,-19,12,7,2,-12,2
52,7,3,77,105,29,345,7,-37,5,1,0,0,1,0,0,0,0,0,0,0,1,170,1,2,2,9,1,4,1,8,0,0,2,0,-198,108,-28,33,-19,7,4,-2,3,2
47,8,3,76,105,23,322,6,-37,5,1,0,0,1,1,0,0,0,0,0,0,1,170,0,1,3,5,2,1,0,12,0,1,3,0,-191,112,-53,29,-5,17,8,-13,-1,2
51,6,2,79,105,34,298,7,-37,5,1,0,0,1,0,0,0,0,0,0,0,1,154,2,2,2,8,1,4,0,9,0,0,3,1,-212,149,-69,52,-43,29,5,-1,-6,2
59,10,3,83,107,44,228,7,-37,4,0,0,0,1,1,0,0,0,0,0,0,1,151,1,1,4,8,0,1,0,12,1,0,2,0,-213,158,-76,46,-33,26,-5,17,-28,2
55,7,2,77,103,23,320,7,-37,5,0,0,0,1,1,0,0,0,0,0,0,1,148,1,4,1,5,0,4,2,11,0,0,3,0,-210,132,-44,49,-36,6,8,2,-11,2
46,7,2,72,107,16,288,6,-38,5,1,0,0,1,0,0,0,0,0,0,0,1,143,0,3,2,5,0,3,0,11,0,0,3,0,-186,93,-25,18,-13,19,4,-2,-2,2
42,7,2,70,108,17,390,5,-38,5,1,0,0,1,0,0,0,0,0,0,0,1,149,1,1,1,7,2,3,0,7,0,0,5,0,-183,93,-42,39,-16,19,1,-1,-6,2
54,9,3,81,110,21,280,7,-36,5,1,0,0,1,0,0,0,0,0,0,0,1,172,1,3,2,10,1,4,1,9,1,0,2,0,-198,116,-41,27,-11,16,2,-3,-5,2
60,8,3,78,97,31,310,7,-36,5,0,0,0,1,1,0,0,0,0,0,0,1,210,1,2,4,10,2,2,0,7,1,0,2,0,-213,138,-48,47,-38,26,-15,4,2,2
46,7,3,67,91,15,285,6,-37,5,1,0,0,1,0,0,0,0,0,0,0,1,181,1,2,1,11,3,2,0,7,0,0,1,0,-200,108,-20,12,-2,9,8,-11,-7,2
52,7,3,77,107,26,251,7,-37,5,1,0,0,1,1,0,0,0,0,0,0,1,181,2,3,0,11,3,6,0,6,0,0,2,0,-190,91,-27,41,-21,9,12,-14,5,2
47,8,3,71,98,25,354,6,-38,5,1,0,0,1,1,0,0,0,0,0,0,1,159,1,2,3,9,0,2,1,10,0,0,2,0,-202,128,-49,32,-18,13,6,4,-10,2
48,5,3,73,105,13,360,6,-38,5,1,0,0,1,0,0,0,0,0,0,0,1,133,1,4,2,8,0,4,1,8,0,0,3,0,-194,99,-21,29,-22,11,9,-9,-1,2
46,5,3,69,96,26,286,6,-38,5,0,0,0,1,1,1,0,0,0,0,0,1,129,1,3,2,8,2,2,0,6,0,0,4,0,-210,138,-42,22,-18,14,4,-1,-9,2
51,7,2,76,105,26,366,6,-37,5,1,0,0,1,0,0,0,0,0,0,0,1,154,1,2,3,10,1,4,1,7,0,0,2,0,-204,127,-36,16,-18,25,-2,4,-9,2
53,6,3,75,99,29,301,7,-37,5,0,0,0,1,1,0,0,0,0,0,0,1,184,1,2,2,14,2,3,0,5,0,0,2,0,-198,97,-1,13,-11,3,4,-6,3,2
46,6,2,71,104,18,328,6,-38,5,1,0,0,1,1,0,0,0,0,0,0,1,150,1,3,1,12,0,4,1,5,0,0,2,0,-192,89,-13,34,-27,17,-4,1,-6,2
47,6,3,71,104,12,279,6,-37,5,1,0,0,1,0,0,0,0,0,0,0,1,151,1,4,1,6,0,4,1,11,0,0,2,0,-200,125,-44,18,-18,22,19,-13,-3,2
46,6,3,75,112,21,349,6,-37,5,1,0,0,1,0,0,0,0,0,0,0,1,149,0,2,1,7,0,3,1,11,0,0,2,0,-188,105,-47,42,-31,30,-2,0,-6,2
46,6,3,70,101,13,271,6,-37,5,1,0,0,1,0,0,0,0,0,0,0,1,163,1,3,0,12,2,5,0,9,0,0,1,0,-193,102,-28,21,-12,14,14,-13,-3,2
50,7,2,74,109,20,354,6,-38,5,1,0,0,1,0,0,0,0,0,0,0,1,132,1,2,1,10,1,4,0,5,0,0,3,0,-197,106,-28,37,-25,10,2,-6,0,2
55,7,3,81,104,30,221,7,-36,5,0,0,0,0,1,0,0,0,0,0,0,1,140,3,3,0,11,1,7,0,6,0,0,2,0,-214,139,-43,45,-42,20,8,-9,-1,2
42,2,2,80,123,29,302,6,-39,4,0,1,1,1,1,0,0,0,0,0,0,1,133,1,2,1,11,1,2,1,2,0,0,8,0,-190,100,-27,43,-33,2,3,12,-18,0
52,4,3,84,117,30,393,7,-37,5,1,0,0,1,1,0,0,0,0,0,0,1,181,2,4,2,9,1,2,1,4,0,0,5,1,-199,125,-56,44,-16,4,-1,12,-14,0
53,5,2,88,129,31,309,6,-38,4,1,0,0,1,1,0,0,0,0,0,0,1,151,2,3,2,10,2,2,1,3,0,0,4,1,-185,107,-58,50,-22,16,-7,13,-17,0
66,6,3,117,151,34,435,8,-37,4,1,0,0,0,1,0,0,-1,0,0,0,1,231,1,5,3,8,2,1,1,2,0,0,5,0,-160,77,-55,36,-1,8,-1,14,-18,0
