@relation arousal
            
@attribute Angry numeric
@attribute ConcentrationLevel numeric
@attribute Embarrassment numeric
@attribute Excitement numeric
@attribute Hesitation numeric
@attribute ImaginationActivity numeric
@attribute IntensiveThinking numeric
@attribute Content numeric
@attribute SAF numeric
@attribute Upset numeric
@attribute ExtremeState numeric
@attribute Stress numeric
@attribute Uncertainty numeric
@attribute Energy numeric
@attribute BrainPower numeric
@attribute EmoCogRatio numeric
@attribute MaxAmpVol numeric
@attribute VoiceEnergy numeric
@attribute arousal {-2,-1,0,1,2}

@data
29,13,0,26,12,2,7,30,0,0,30,0,2,50,2135,400,32767,389,2
28,0,14,22,12,3,2,30,1,0,30,0,1,50,1827,415,32767,333,2
29,0,21,27,17,3,14,30,1,0,30,3,3,50,1973,306,32767,364,2
28,0,14,24,13,0,2,30,0,0,30,0,3,50,1885,413,32767,67,2
28,9,0,24,19,4,8,30,0,0,30,2,1,50,1976,364,32767,46,2
26,0,21,23,15,2,6,30,0,0,27,3,4,50,1855,349,32767,353,2
30,0,21,26,17,4,4,30,0,0,30,0,1,50,2113,440,32767,323,2
28,0,0,26,12,0,6,30,2,0,30,2,3,50,2038,390,32767,584,2
28,0,21,24,10,0,0,30,0,0,30,0,1,50,1779,468,32767,113,2
30,0,7,26,15,1,6,30,0,0,30,0,0,50,1986,398,32767,205,2
0,0,14,23,12,1,1,0,0,0,15,0,0,0,1908,449,32767,650,2
0,0,0,20,15,6,10,0,2,0,13,0,1,0,1723,302,32767,425,2
0,0,0,18,15,5,19,5,0,0,16,12,15,12,1661,188,19712,184,2
20,0,14,22,15,16,4,29,0,0,21,2,6,41,1843,353,8960,67,2
22,0,7,22,19,16,4,30,0,0,24,2,5,43,1852,360,8960,31,0
28,0,14,25,19,4,9,30,2,0,26,0,4,50,2047,357,32767,41,0
30,0,0,30,12,7,10,30,0,0,30,4,4,50,2105,357,32767,51,0
28,8,7,28,15,2,9,30,4,0,30,4,5,50,2269,394,32767,154,0
30,4,0,30,15,6,9,30,0,0,30,0,2,50,2219,396,32767,348,0
29,0,14,26,17,4,13,30,2,0,30,2,2,50,2111,342,32767,159,0
30,0,14,28,12,2,8,30,4,0,30,0,3,50,1899,346,32767,77,0
26,0,7,23,21,4,6,30,1,0,26,3,5,50,1903,352,32767,61,0
28,0,21,25,15,3,5,30,2,0,26,2,3,50,2047,396,32767,522,0
29,0,0,26,12,5,11,30,0,0,30,0,2,50,2074,352,32767,282,0
30,7,0,30,12,5,8,30,0,0,30,0,2,50,2169,395,32767,20,0
30,0,14,29,12,4,7,30,0,0,30,2,3,50,2299,422,32767,620,0
30,17,0,30,17,5,9,30,0,0,30,1,3,50,2426,423,32767,563,0
30,10,0,30,10,5,16,30,4,0,30,6,5,50,2174,312,32767,41,0
30,0,7,27,12,2,8,30,3,0,30,0,1,50,2187,404,32767,635,0
30,0,0,30,15,0,0,30,0,0,30,0,0,50,2350,657,32767,61,0
30,9,0,27,17,2,11,30,5,0,30,2,2,50,2157,367,32767,61,0
27,0,21,25,15,4,5,30,3,0,26,4,5,50,2069,397,32767,143,0
30,0,14,30,19,11,20,30,0,0,30,4,4,50,2357,316,32767,51,0
30,0,14,29,12,1,8,30,2,0,30,0,0,50,2291,425,32767,26,0
29,4,0,28,12,1,6,30,0,0,23,3,4,50,2263,428,32767,210,0
28,11,0,28,13,8,15,30,0,0,30,6,5,50,2256,338,32767,92,0
30,0,30,27,15,4,12,30,0,0,30,0,1,50,2173,363,32767,143,0
28,1,0,28,19,4,7,30,0,0,30,4,6,50,2214,397,32767,61,0
28,15,0,26,19,0,8,30,0,0,30,4,3,50,2106,382,32767,118,0
28,5,0,27,15,4,5,30,2,0,28,2,4,50,2197,429,32767,72,0
28,27,0,25,13,1,0,30,0,0,30,0,2,50,2053,481,32767,20,0
28,0,14,24,12,0,1,30,0,0,30,0,1,50,1941,456,32767,31,0
30,3,0,30,13,2,12,30,2,0,30,2,3,50,2225,365,32767,317,0
28,15,0,28,17,11,13,30,7,0,30,4,6,50,2282,354,32767,87,0
30,5,0,29,17,0,0,30,0,0,30,0,1,50,2323,570,32767,87,0
29,6,0,25,15,4,7,30,0,0,30,0,1,50,2018,381,32767,41,0
29,1,0,30,17,4,9,30,0,0,30,2,6,50,2294,389,32766,614,0
30,0,21,30,13,5,20,30,1,0,30,2,1,50,2228,312,32767,97,0
30,0,7,29,17,5,10,30,3,0,30,2,3,50,2307,401,32767,67,0
30,0,28,30,19,5,11,30,0,0,30,1,2,50,2218,375,32767,61,0
28,0,7,26,17,0,3,30,3,0,30,0,4,50,2133,439,32767,97,0
30,0,14,30,17,5,16,30,3,0,30,0,1,50,2366,359,32767,20,0
30,2,0,28,13,0,6,30,0,0,30,0,1,50,2219,430,32767,41,0
30,0,28,27,17,9,15,30,0,0,30,3,2,50,2189,334,32767,553,0
30,0,0,30,17,2,6,30,3,0,30,0,3,50,2217,429,32767,205,0
6,0,14,14,17,3,11,9,0,0,12,2,10,25,1322,197,24832,31,0
28,18,0,25,21,5,5,30,0,0,30,2,4,50,2070,400,32767,256,0
30,0,0,30,12,4,14,30,0,0,30,2,4,50,2197,342,32767,266,0
30,1,0,28,15,3,9,30,0,0,30,1,1,50,2265,402,32767,61,0
30,0,7,29,12,3,5,30,0,0,30,0,1,50,2193,442,32767,297,0
27,0,0,23,8,1,11,30,2,0,29,0,3,50,1938,324,32767,31,0
30,0,7,28,15,6,13,30,0,0,30,3,2,50,2099,339,32767,20,0
26,0,0,23,13,4,8,30,0,0,22,4,5,50,1914,335,32767,133,0
30,14,0,30,19,6,9,30,0,0,30,0,2,50,2349,419,32767,26,0
30,10,0,30,13,4,10,30,0,0,30,4,4,50,2299,389,32767,97,0
29,3,0,27,17,5,14,30,0,0,30,2,3,50,2088,321,32767,599,0
29,0,14,28,12,3,4,30,1,0,26,1,4,50,2230,443,32767,26,0
29,1,7,27,17,3,9,30,3,0,30,2,3,50,2205,388,32767,369,0
28,0,0,26,23,3,6,30,0,0,28,2,5,50,2120,390,32767,200,0
22,0,7,22,15,1,2,30,0,0,17,4,6,43,1853,382,10239,67,0
30,0,7,30,21,4,9,30,0,0,30,2,3,50,2069,361,32767,26,0
28,0,0,26,17,4,13,30,0,0,30,4,4,50,2121,335,32767,364,0
30,0,30,29,15,4,9,30,0,0,30,1,2,50,2210,397,32767,251,0
28,5,0,27,19,3,14,30,3,0,30,4,5,50,2207,337,32767,128,0
28,3,0,27,19,3,10,30,0,0,30,4,6,50,2188,362,32767,440,0
30,0,7,30,12,4,12,30,0,0,30,2,3,50,2184,358,32767,20,0
28,0,0,24,17,5,24,30,1,0,30,0,1,50,1935,249,32767,51,0
30,0,21,29,12,3,7,30,2,0,30,1,2,50,2329,440,32767,205,0
29,0,14,27,15,2,8,30,0,0,30,2,3,50,2152,387,32767,67,0
28,0,0,28,17,0,4,30,0,0,26,0,5,50,2239,451,32766,317,0
19,0,14,21,19,17,5,26,0,0,21,3,6,39,1824,341,9216,56,0
18,3,0,21,17,16,4,25,0,0,20,4,6,38,1817,350,9215,20,0
18,0,21,21,19,15,1,25,0,0,19,2,6,38,1787,380,8959,56,0
28,0,28,23,19,3,2,30,2,0,30,0,2,50,1885,423,32767,97,0
30,0,28,27,15,1,5,30,0,0,30,1,1,50,2175,434,32767,241,0
28,0,0,24,12,2,6,30,0,0,30,2,3,50,1789,340,32767,491,0
28,0,14,23,17,1,1,30,3,0,30,0,1,50,1913,446,32767,236,0
28,0,0,23,17,2,2,30,6,0,30,0,1,50,1916,438,32767,72,0
22,0,0,16,17,0,1,30,0,0,15,1,5,50,1482,316,32767,56,0
28,0,0,21,17,1,2,30,2,0,30,0,0,50,1799,405,32767,41,0
28,0,0,22,17,0,5,30,0,0,30,1,1,50,1850,380,32767,333,0
30,0,28,27,17,0,2,30,2,0,30,0,1,50,2144,481,32767,379,0
29,0,7,27,17,2,9,30,0,0,30,4,3,50,2173,379,32767,461,0
28,4,0,27,21,5,11,30,0,0,30,3,4,50,2189,363,32767,51,0
30,0,14,26,17,0,5,30,0,0,30,0,1,50,2049,415,32767,589,0
26,0,21,22,15,1,2,30,0,0,29,0,4,50,1828,385,32767,51,0
28,8,0,25,19,1,5,30,0,0,30,2,4,50,2057,400,32767,51,0
28,5,0,22,15,1,6,30,0,0,30,0,0,50,1800,359,32767,159,0
26,0,0,20,17,3,2,0,0,0,30,0,1,50,1726,382,32767,276,0
30,4,0,30,19,5,9,30,0,0,30,1,2,50,2087,373,32767,31,0
28,0,14,26,8,5,9,30,1,0,30,2,3,50,2004,353,32767,645,0
27,3,0,22,17,0,7,30,0,0,30,2,2,50,1825,338,32767,164,0
28,0,0,26,13,4,9,30,0,0,30,2,3,50,2125,373,32767,123,0
26,16,0,22,21,1,9,30,0,0,27,2,3,50,1873,325,32767,77,0
28,0,14,25,23,3,7,30,0,0,30,2,3,50,2043,379,32767,26,0
26,0,14,23,17,2,9,30,0,0,30,1,4,50,1945,340,32767,41,0
28,0,0,24,23,1,1,30,3,0,30,0,1,50,1858,430,32767,210,0
28,0,21,24,11,2,12,30,0,0,30,0,1,50,1950,323,32767,195,0
29,0,0,26,17,0,8,30,0,0,30,2,2,50,1899,350,32767,20,0
30,0,14,30,15,0,7,30,0,0,30,1,4,50,2218,412,32767,51,0
28,5,0,26,19,2,6,30,4,0,30,0,3,50,2110,403,32767,184,0
28,0,14,29,15,5,10,30,0,0,30,4,6,50,2299,383,32767,594,0
28,3,0,27,23,3,1,30,0,0,28,0,4,50,2167,481,32767,31,0
28,4,0,24,19,0,10,30,4,0,30,1,1,50,1942,337,32767,538,0
28,0,30,26,17,2,6,30,1,0,28,2,4,50,2105,401,32767,67,0
30,0,7,30,12,2,1,30,0,0,30,0,3,50,2325,529,32767,51,0
28,19,0,24,21,1,5,30,4,0,30,0,1,50,1956,390,32767,399,0
28,0,7,25,15,4,8,30,0,0,30,2,4,50,2064,373,32767,486,0
28,3,0,25,17,3,11,30,0,0,30,0,4,50,2052,339,32767,169,0
26,0,0,20,21,2,7,30,0,0,30,0,2,50,1717,327,32767,56,0
30,0,14,26,15,0,4,30,1,0,30,0,1,50,1950,402,32767,133,0
29,0,0,27,12,7,11,30,0,0,30,2,3,50,2163,361,32767,67,0
30,0,7,29,15,1,7,30,2,0,30,2,3,50,2297,426,32767,225,0
27,3,0,24,15,1,8,30,3,0,28,0,4,50,2004,353,32767,179,0
30,1,7,30,15,8,12,30,0,0,30,4,3,50,2124,343,32767,56,0
26,0,14,19,12,2,3,30,1,0,30,1,2,50,1665,353,32767,369,0
30,12,0,30,10,2,8,30,0,0,30,0,3,50,2148,385,32767,77,0
28,0,7,26,15,5,8,30,0,0,30,2,3,50,2081,376,32767,97,0
26,0,7,21,15,3,4,30,0,0,30,0,2,50,1799,369,32767,323,0
28,1,7,24,12,3,12,30,0,0,30,2,3,50,2003,328,32767,20,0
28,3,0,26,21,2,7,30,0,0,30,2,3,50,2119,391,32767,118,0
28,0,28,26,17,4,6,30,1,0,29,1,3,50,2082,397,32767,486,0
28,1,0,25,19,4,13,30,0,0,30,0,2,50,2049,332,32767,56,0
28,0,30,25,12,0,3,30,0,0,30,1,2,50,2030,431,32767,72,0
30,0,14,29,10,0,6,30,0,0,30,1,2,50,2085,402,32767,236,0
30,0,0,30,10,2,10,30,0,0,30,2,2,50,2350,403,32767,51,0
28,4,0,27,23,1,5,30,0,0,30,2,4,50,2178,427,32767,215,0
26,0,21,20,17,0,3,30,0,0,30,0,2,50,1731,370,32767,31,0
29,0,7,26,10,0,1,30,4,0,30,0,2,50,2083,470,32767,348,0
30,2,7,29,17,1,5,30,2,0,30,2,3,50,2330,463,32767,317,0
28,0,0,23,10,2,6,30,0,0,30,0,1,50,1669,327,32767,20,0
28,0,0,26,12,5,12,30,0,0,26,2,5,50,1903,301,32766,138,-1
26,0,0,22,19,14,4,0,0,0,22,2,4,50,1852,371,9215,102,-1
26,0,14,22,15,12,1,0,1,0,22,1,4,50,1850,401,10495,61,-1
13,1,0,21,17,0,1,20,0,0,17,6,9,30,1841,370,13567,26,-1
29,0,0,30,15,3,18,30,3,0,30,1,6,50,2563,350,26624,31,-1
29,2,0,30,19,1,7,30,0,0,30,4,6,50,2420,432,27904,61,-1
29,0,7,30,15,4,11,30,0,0,28,2,6,50,2401,385,32767,256,-1
24,0,0,29,15,3,13,30,0,0,28,5,9,43,2358,350,25088,113,-1
29,0,7,30,15,6,8,30,2,0,27,3,6,50,2476,429,21248,67,-1
10,4,0,21,15,0,3,17,0,0,17,8,11,25,1843,339,13311,20,-1
28,0,7,30,17,8,14,30,0,0,30,6,7,50,2406,359,22016,36,-1
30,1,0,30,17,9,19,30,0,0,30,4,3,50,2605,362,22784,31,-1
29,0,7,30,15,4,19,30,1,0,30,6,6,50,2452,335,20991,51,-1
30,0,14,30,15,3,7,30,0,0,30,0,3,50,2737,512,28927,323,-1
24,0,14,28,17,4,8,30,1,0,21,6,8,43,2293,389,17920,26,-1
30,0,14,30,15,4,16,30,0,0,30,4,5,50,2549,372,23808,67,-1
30,12,0,30,15,2,13,30,0,0,30,3,5,50,2657,410,27135,36,-1
30,1,7,30,17,1,8,30,0,0,30,2,3,50,2656,485,22784,56,-1
8,0,14,18,17,0,4,19,0,0,13,7,13,28,1651,288,26112,31,-1
18,0,14,21,19,2,1,29,0,0,18,4,8,40,1821,375,24064,118,-1
27,1,0,27,19,0,6,30,0,0,23,4,6,49,2171,397,15871,20,-1
30,0,14,30,15,1,4,30,1,0,29,0,5,50,2730,548,32767,61,-1
26,0,0,26,17,5,5,30,0,0,28,6,8,49,2162,392,32767,61,-1
24,0,14,23,17,2,4,30,1,0,18,4,8,49,1928,360,20992,302,-1
29,0,0,30,15,0,14,30,0,0,30,6,6,50,2593,394,26879,215,-1
23,0,7,26,15,3,9,30,0,0,21,6,7,43,2131,355,15616,72,-1
28,0,7,30,17,0,11,30,0,0,23,3,7,50,2391,384,20991,87,-1
29,4,0,30,12,0,20,30,0,0,30,8,6,50,2671,355,31743,72,-1
22,0,0,29,15,6,10,30,0,0,26,7,8,40,2328,373,23295,67,-1
22,4,0,25,21,2,2,30,0,0,20,6,7,41,2035,408,15615,31,-1
20,0,14,18,10,2,0,28,1,0,16,2,6,44,1592,371,17151,77,-1
26,3,7,22,19,13,2,30,0,0,25,2,5,50,1863,395,10751,46,-1
27,2,0,24,15,6,2,30,0,0,21,2,4,50,1856,399,10495,46,-1
12,1,0,21,13,5,5,19,0,0,14,7,10,28,1845,324,15616,36,-1
28,0,28,27,11,3,6,30,0,0,28,4,5,50,2210,419,32767,82,-1
30,0,0,30,15,4,7,30,0,0,30,4,4,50,2692,488,32767,67,-1
26,0,0,26,19,3,7,30,0,0,22,6,9,50,2151,373,32767,635,-1
16,0,14,21,15,0,5,29,0,0,15,6,10,38,1853,331,32767,82,-1
30,0,0,30,15,11,14,30,0,0,30,1,1,50,2684,427,32767,97,-1
30,0,14,30,15,0,0,30,0,0,30,0,2,50,2688,670,32767,41,-1
30,0,0,30,10,1,3,30,2,0,30,1,2,50,2657,562,32767,399,-1
30,0,14,30,12,5,17,30,2,0,30,5,5,50,2664,378,32767,41,-1
24,0,21,26,15,4,12,30,0,0,21,5,7,45,2142,336,32510,440,-1
29,0,28,30,15,2,10,30,0,0,27,6,6,50,2437,401,30464,26,-1
30,3,0,30,15,3,8,30,2,0,30,4,5,50,2559,443,31743,61,-1
28,0,14,29,12,0,6,30,0,0,23,4,7,50,2348,420,24063,61,-1
28,7,0,27,19,4,13,30,0,0,24,5,6,50,2176,333,24319,143,-1
29,0,7,29,9,13,12,30,0,0,28,6,5,50,2319,366,22272,56,-1
30,0,0,30,12,4,21,30,1,0,30,8,3,50,2613,344,23552,26,-1
23,3,0,26,19,0,4,30,0,0,20,5,7,43,2143,407,13311,67,-1
14,0,14,22,19,12,5,21,0,0,18,6,9,30,1872,337,11519,36,-1
12,0,21,21,15,21,7,19,0,0,20,4,9,29,1784,301,11519,26,-1
26,3,0,22,12,12,2,30,0,0,20,2,4,50,1875,395,10239,67,-1
17,0,0,24,15,1,13,26,0,0,17,2,8,34,2004,299,20736,51,-1
30,8,0,30,12,1,14,30,0,0,30,5,5,50,2670,407,32767,184,-1
30,0,14,30,17,5,18,30,0,0,30,3,3,50,2588,371,32767,650,-1
30,0,21,30,6,2,6,30,0,0,30,2,2,50,2643,507,32767,282,-1
30,0,7,30,15,8,11,30,0,0,30,4,4,50,2602,433,32767,92,-1
30,0,0,30,15,2,12,30,0,0,30,3,5,50,2677,429,32767,148,-1
29,0,7,30,19,0,20,30,2,0,30,5,6,50,2632,350,32512,138,-1
16,0,0,24,17,8,3,30,0,0,18,6,12,37,2046,375,28672,113,-1
30,0,7,30,15,0,10,30,0,0,30,4,4,50,2712,464,32767,41,-1
30,0,0,30,19,4,15,30,0,0,30,5,5,50,2619,389,30976,138,-1
29,0,0,30,17,1,7,30,0,0,26,2,6,50,2613,475,32766,67,-1
30,0,7,30,15,3,14,30,0,0,30,1,4,50,2725,419,28671,108,-1
30,0,14,30,17,4,9,30,0,0,30,4,3,50,2726,479,24319,138,-1
30,0,7,30,15,5,18,30,0,0,30,6,5,50,2618,367,23808,72,-1
22,0,7,21,17,14,2,30,1,0,25,2,5,45,1827,386,9472,154,-1
23,0,14,21,15,7,1,30,0,0,19,3,5,46,1798,384,10751,20,-1
30,0,28,30,17,6,17,30,0,0,30,3,4,50,2691,387,32766,72,-1
30,1,7,30,17,6,17,30,0,0,30,0,3,50,2701,397,32766,26,-1
30,8,0,30,15,2,20,30,0,0,30,4,5,50,2599,350,28160,36,-1
28,0,7,30,15,2,13,30,0,0,28,6,7,50,2569,391,32766,46,-1
30,0,21,30,12,4,13,30,0,0,30,3,4,50,2716,432,32767,159,-1
29,5,0,30,17,2,13,30,0,0,30,6,6,50,2595,398,26112,256,-1
29,0,14,30,15,2,22,30,0,0,30,4,6,50,2599,333,31743,102,-1
30,0,0,30,17,1,16,30,0,0,30,2,5,50,2709,397,32767,67,-1
26,0,7,30,19,0,1,30,0,0,24,5,7,44,2142,449,12543,174,-1
28,2,0,25,17,5,2,0,0,0,26,2,3,50,2050,443,10751,82,-1
28,0,21,25,17,6,2,30,0,0,26,2,3,50,2045,445,11263,36,-1
26,0,7,24,17,13,3,30,0,0,22,2,5,50,1990,406,11264,31,-1
11,10,0,20,21,22,6,16,3,0,24,6,9,27,1762,302,11775,46,-1
30,4,0,30,12,4,9,30,0,0,30,0,2,50,2730,485,32767,87,-1
28,0,0,28,15,0,2,30,0,0,30,2,5,50,2253,477,32767,184,-1
30,0,7,30,17,3,10,30,0,0,30,0,3,50,2711,469,32767,51,-1
30,0,21,30,15,0,5,30,0,0,30,4,4,50,2744,531,32767,143,-1
30,0,0,30,17,0,16,30,0,0,30,4,5,50,2654,386,32766,538,-1
30,0,28,30,15,4,13,30,1,0,30,0,2,50,2704,438,32767,82,-1
30,0,21,30,17,3,8,30,1,0,30,2,2,50,2678,486,32767,41,-1
30,0,0,30,17,3,6,30,0,0,30,0,2,50,2610,504,32767,61,-1
30,0,14,30,12,7,18,30,2,0,30,4,4,50,2651,372,32767,276,-1
29,0,14,30,13,5,16,30,0,0,30,6,6,50,2637,380,32767,26,-1
29,7,0,30,19,3,10,30,0,0,30,4,6,50,2433,399,32767,26,-1
28,0,14,27,17,5,7,30,2,0,30,4,6,50,2195,392,32767,230,-1
29,4,0,30,17,2,15,30,0,0,30,6,6,50,2639,390,32767,174,-1
24,0,7,27,15,0,8,30,1,0,24,4,9,47,2212,368,32767,123,-1
24,0,0,26,21,4,5,30,0,0,23,6,7,46,2161,399,32767,297,-1
30,0,7,30,15,0,7,30,0,0,30,4,5,50,2585,473,32767,118,-1
30,0,14,30,15,4,13,30,2,0,30,2,3,50,2715,428,32767,72,-1
30,0,7,30,15,11,18,30,3,0,30,3,5,50,2648,370,32767,425,-1
24,0,7,28,15,3,12,30,0,0,22,8,10,47,2302,346,24319,20,-1
30,0,21,30,17,3,17,30,1,0,30,4,4,50,2632,378,25599,56,-1
28,1,7,25,19,11,3,0,1,0,26,1,3,50,2071,439,10239,26,-1
12,0,7,22,17,0,3,21,0,0,16,6,10,29,1833,341,12543,20,-1
26,0,14,23,19,14,3,30,0,0,26,2,5,50,1937,398,10240,72,-1
16,0,14,23,17,18,5,24,1,0,23,4,8,33,1928,348,11775,31,-1
30,2,0,30,17,0,7,30,0,0,30,0,5,50,2498,453,23808,46,-1
30,11,0,30,19,4,9,30,0,0,30,2,3,50,2737,478,32767,26,-1
30,0,0,30,15,3,7,30,1,0,30,1,3,50,2671,507,32767,67,-1
24,0,21,19,15,3,2,30,1,0,17,3,6,50,1644,336,23296,61,-1
30,1,0,30,15,5,11,30,0,0,30,4,3,50,2626,435,32767,77,-1
29,1,0,30,21,2,14,30,0,0,30,6,6,50,2598,391,32767,154,-1
30,0,30,30,17,5,9,30,0,0,30,2,4,50,2650,465,32767,82,-1
29,1,0,30,17,2,16,30,1,0,29,7,6,50,2620,374,32767,77,-1
30,5,0,30,15,3,19,30,0,0,30,2,4,50,2685,371,28416,61,-1
30,0,0,30,15,3,20,30,0,0,30,3,5,50,2588,347,25344,261,-1
30,0,7,30,15,2,20,30,0,0,30,3,5,50,2514,339,23039,205,-1
29,0,14,29,15,0,3,30,0,0,28,4,5,50,2288,462,13568,41,-1
22,0,0,24,19,3,5,30,0,0,23,4,8,43,2024,370,22271,26,-1
18,0,7,26,15,2,10,29,0,0,20,6,9,34,2128,337,20224,67,-1
30,0,14,30,19,7,16,30,1,0,30,5,4,50,2721,395,32767,72,-1
30,0,14,30,10,0,10,30,1,0,30,0,3,50,2691,460,32767,41,-1
30,0,0,30,17,0,4,30,3,0,30,2,2,50,2715,569,32767,51,-1
30,0,0,30,17,1,7,30,0,0,30,2,3,50,2705,501,32767,77,-1
30,0,7,30,17,2,20,30,0,0,30,9,5,50,2695,364,32767,200,-1
30,0,14,30,19,3,17,30,1,0,30,4,3,50,2775,402,30463,36,-1
30,2,0,30,10,8,19,30,0,0,30,3,4,50,2688,367,30207,31,-1
30,1,14,30,19,1,18,30,0,0,30,4,5,50,2626,368,25599,77,-1
30,0,14,30,13,1,11,30,2,0,30,1,5,50,2715,445,32510,82,-1
30,0,7,30,15,4,17,30,3,0,30,6,5,50,2583,369,25087,92,-1
30,0,0,30,15,3,13,30,0,0,30,4,4,50,2659,413,32766,26,-1
29,0,14,30,19,5,6,30,0,0,28,2,6,50,2416,441,19967,128,-1
28,0,7,29,15,1,7,30,0,0,23,5,7,50,2343,415,18431,31,-1
8,0,30,21,15,3,7,17,0,0,14,6,12,24,1802,299,30720,108,-1
30,0,7,30,15,9,16,30,0,0,30,2,5,50,2662,389,31743,36,-1
29,0,0,30,15,0,10,30,1,0,26,1,6,50,2589,428,32256,517,-1
20,0,28,30,15,5,10,30,1,0,25,2,9,35,2464,397,32766,579,-1
30,2,0,30,12,2,10,30,0,0,30,0,2,50,2691,471,32767,31,-1
28,0,0,30,19,2,21,30,0,0,30,6,7,50,2543,327,32766,133,-1
14,0,7,21,17,1,3,22,0,0,16,5,9,32,1824,353,20224,184,-1
27,0,7,30,15,5,18,30,1,0,24,3,7,47,2478,334,28672,31,-1
28,0,7,30,19,3,16,30,0,0,30,9,7,50,2548,360,29440,225,-1
18,8,0,25,21,3,8,29,0,0,23,6,9,35,2071,344,32767,36,-1
30,0,30,30,13,4,15,30,0,0,30,0,3,50,2710,408,32511,645,-1
30,2,7,30,12,5,15,30,0,0,30,6,5,50,2681,403,32766,276,-1
30,0,7,30,17,2,13,30,0,0,30,4,5,50,2511,388,22783,189,-1
26,0,28,23,17,11,1,30,0,0,30,1,4,50,1952,427,9984,77,-1
26,0,14,23,15,11,1,30,0,0,25,1,4,50,1906,421,10495,67,-1
24,0,21,23,17,13,0,30,0,0,28,2,5,47,1855,418,8959,26,-1
30,0,28,30,17,7,10,30,2,0,30,3,3,50,2622,448,32767,46,-1
30,0,21,30,21,3,10,30,0,0,30,2,3,50,2700,470,32767,635,-1
26,8,0,22,17,14,2,30,0,0,27,2,5,50,1848,388,9728,46,-1
30,5,0,30,8,2,19,30,0,0,30,5,4,50,2705,373,32767,20,-1
30,0,7,30,23,3,17,30,0,0,30,5,5,50,2643,378,32767,358,-1
30,9,0,30,17,2,15,30,0,0,30,4,5,50,2642,395,26880,77,-1
30,0,21,30,15,2,16,30,2,0,30,4,5,50,2666,384,32511,87,-1
26,0,28,30,17,4,20,30,0,0,28,8,8,47,2524,323,32766,348,-1
29,0,30,30,15,1,19,30,0,0,29,3,6,50,2578,349,30208,26,-1
26,0,21,23,15,6,1,30,1,0,19,3,4,49,1892,414,10751,20,-1
24,4,0,22,17,14,2,30,0,0,22,2,5,46,1876,389,8959,72,-1
30,0,14,30,15,2,11,30,1,0,30,0,5,50,2677,434,32767,87,-1
30,7,0,30,17,0,2,30,0,0,30,2,2,50,2680,594,32767,625,-1
17,0,7,22,15,2,6,30,0,0,23,4,10,38,1912,327,32767,118,-1
30,0,0,30,17,2,11,30,0,0,29,0,4,50,2686,449,32767,420,-1
30,0,7,30,17,5,6,30,1,0,30,2,2,50,2676,512,32767,77,-1
20,0,21,24,17,2,2,30,0,0,21,6,9,42,1985,392,32767,415,-1
30,0,7,30,15,10,11,30,0,0,30,0,5,50,2639,432,32767,41,-1
30,1,14,30,10,9,11,30,0,0,30,0,5,50,2646,434,32766,143,-1
26,0,14,30,12,7,25,30,0,0,30,4,8,45,2505,297,30720,108,-1
28,0,30,30,17,0,14,30,0,0,28,6,7,50,2562,386,32767,133,-1
29,0,0,30,17,3,16,30,0,0,30,2,6,50,2534,366,27392,230,-1
24,0,7,22,19,13,2,30,1,0,22,2,5,47,1836,379,10495,61,-1
26,0,21,22,17,11,2,0,0,0,24,1,3,50,1842,392,11007,20,-1
30,0,7,30,10,11,21,30,1,0,30,4,3,50,2723,359,32255,20,-1
29,1,0,30,15,0,17,30,3,0,30,6,6,50,2668,377,32766,118,-1
28,0,0,30,17,2,16,30,3,0,30,7,8,50,2552,357,32766,72,-1
29,0,14,30,15,0,5,30,1,0,25,2,6,50,2399,446,28671,31,-1
30,0,14,30,15,7,16,30,0,0,30,3,4,50,2651,393,26111,20,-1
30,0,7,30,15,0,9,30,1,0,30,2,3,50,2711,472,29184,97,-1
30,0,21,30,15,2,12,30,1,0,30,2,4,50,2706,429,30463,72,-1
16,0,21,16,17,7,2,19,1,0,12,3,6,37,1489,300,23296,61,-1
30,0,14,30,19,1,4,30,1,0,30,2,3,50,2568,525,32767,97,-1
30,0,14,30,11,0,8,30,0,0,30,1,4,50,2716,486,32767,251,-1
9,0,14,20,17,22,6,14,1,0,20,6,10,24,1729,298,11519,31,-1
30,0,0,30,17,7,20,30,0,0,30,2,5,50,2686,359,32767,51,-1
30,10,0,30,17,6,18,30,0,0,30,2,2,50,2709,388,32767,563,-1
28,0,14,30,15,4,11,30,0,0,29,7,7,50,2565,406,32766,241,-1
30,0,0,30,17,2,10,30,0,0,30,6,5,50,2654,440,29439,143,-1
29,8,0,30,15,2,10,30,0,0,29,6,6,50,2537,417,21504,271,-1
28,3,0,28,17,0,6,30,2,0,22,5,6,50,2277,415,20479,31,-1
16,3,0,18,8,0,4,22,0,0,20,2,7,37,1585,301,30463,189,-1
30,3,0,30,12,1,12,30,0,0,28,5,5,50,2552,405,20479,36,-1
26,0,0,23,21,12,1,30,2,0,25,1,4,50,1909,423,11007,67,-1
27,0,14,24,12,12,2,0,0,0,25,1,4,50,2005,422,10751,26,-1
25,10,0,21,17,15,4,30,0,0,24,2,5,50,1780,345,8959,41,-1
30,0,0,30,12,3,17,30,1,0,30,4,5,50,2636,374,32767,56,-1
30,0,21,30,15,1,8,30,0,0,30,3,3,50,2737,497,32767,246,-1
