@relation valence

@attribute Zcr numeric
@attribute Energy numeric
@attribute EnergyEntropy numeric
@attribute SpectralCentroid numeric
@attribute SpectralCentroidSpread numeric
@attribute SpectralEntropy numeric
@attribute SpectralFlux numeric
@attribute SpectralRollOff numeric
@attribute MFCC1 numeric
@attribute MFCC2 numeric
@attribute MFCC3 numeric
@attribute MFCC4 numeric
@attribute MFCC5 numeric
@attribute MFCC6 numeric
@attribute MFCC7 numeric
@attribute MFCC8 numeric
@attribute MFCC9 numeric
@attribute MFCC10 numeric
@attribute MFCC11 numeric
@attribute MFCC12 numeric
@attribute MFCC13 numeric
@attribute HarmonicRatio numeric
@attribute F0 numeric
@attribute ChromaVector1 numeric
@attribute ChromaVector2 numeric
@attribute ChromaVector3 numeric
@attribute ChromaVector4 numeric
@attribute ChromaVector5 numeric
@attribute ChromaVector6 numeric
@attribute ChromaVector7 numeric
@attribute ChromaVector8 numeric
@attribute ChromaVector9 numeric
@attribute ChromaVector10 numeric
@attribute ChromaVector11 numeric
@attribute ChromaVector12 numeric
@attribute LPC1 numeric
@attribute LPC2 numeric
@attribute LPC3 numeric
@attribute LPC4 numeric
@attribute LPC5 numeric
@attribute LPC6 numeric
@attribute LPC7 numeric
@attribute LPC8 numeric
@attribute LPC9 numeric
@attribute valence {-2,-1,0,1,2}

@data
57,6,3,90,126,30,390,7,-37,5,0,0,0,1,1,0,0,-1,0,0,0,1,172,1,1,14,3,7,2,2,0,1,1,3,1,-179,70,-5,33,-14,-10,4,18,-19,1
59,9,3,88,123,25,574,6,-36,5,0,0,0,1,1,0,0,0,0,0,0,1,166,2,1,9,3,7,2,11,1,2,2,1,1,-199,119,-36,28,-23,13,-5,19,-19,1
51,5,3,76,108,25,399,6,-37,5,0,0,0,1,1,0,0,0,0,0,0,1,153,2,1,10,3,7,2,5,1,1,1,6,2,-197,102,-11,23,-22,2,7,15,-25,1
37,2,3,60,96,14,299,5,-39,5,1,1,0,1,1,0,0,0,0,0,0,1,133,1,0,12,1,3,3,2,1,1,1,11,0,-192,90,-7,25,-16,-8,9,15,-26,1
44,1,3,67,106,20,282,5,-39,5,0,0,0,1,1,1,0,0,0,0,0,1,154,2,1,15,3,5,1,3,0,1,1,6,2,-192,95,-10,22,-23,-1,11,16,-28,1
41,2,3,63,97,18,250,5,-38,5,0,0,0,1,1,0,0,0,0,0,0,1,115,3,1,11,2,4,2,3,0,1,2,12,2,-196,90,3,22,-20,-9,12,13,-21,1
56,5,3,82,117,36,516,7,-37,5,0,0,0,1,1,0,0,0,0,0,0,1,207,1,1,10,2,7,3,2,1,1,5,8,1,-189,90,-14,31,-23,9,-4,13,-14,1
47,6,3,73,109,19,427,5,-37,5,1,1,0,1,1,0,0,0,0,0,0,1,165,1,2,13,2,6,4,6,0,1,3,2,1,-196,107,-26,32,-28,13,1,13,-28,1
47,6,3,74,110,26,410,6,-37,5,0,1,0,1,1,0,0,0,0,0,0,1,163,1,2,14,3,5,5,5,0,1,3,3,1,-199,112,-24,26,-23,7,3,18,-31,1
30,1,2,53,88,7,235,5,-39,5,1,1,0,1,1,0,0,0,0,0,0,1,108,1,1,10,2,4,2,4,0,0,2,10,1,-203,106,-20,42,-31,-2,11,18,-36,1
38,1,2,63,107,16,304,5,-39,5,1,0,0,1,1,0,0,-1,0,0,0,1,162,1,1,12,1,4,2,2,1,1,2,11,1,-180,67,2,29,-19,-3,3,19,-25,1
46,2,3,69,99,25,302,6,-38,5,0,0,0,1,1,0,0,-1,0,0,0,1,147,3,2,10,2,6,2,4,0,1,3,9,1,-201,101,-6,28,-26,-3,8,15,-29,1
56,4,3,81,113,43,293,7,-37,5,0,0,0,1,1,0,0,0,0,0,0,1,146,2,2,10,2,5,3,6,1,1,4,5,1,-203,126,-44,42,-26,7,-8,24,-29,1
39,2,3,66,103,10,227,5,-38,5,0,1,0,0,1,0,0,-1,0,0,0,1,118,2,1,17,2,3,1,2,0,1,2,3,0,-198,97,-13,44,-28,-11,2,13,-14,-2
36,1,3,60,97,15,295,5,-39,5,1,1,0,0,1,0,0,-1,0,0,0,1,127,6,1,16,1,4,1,5,1,1,1,3,0,-198,95,-8,35,-23,-11,9,11,-20,-2
34,1,2,66,116,10,274,4,-40,5,1,1,0,1,1,0,0,-1,0,0,0,1,109,4,0,16,2,3,1,5,0,1,2,4,1,-170,64,-31,63,-30,1,-4,23,-28,-2
45,2,3,73,105,16,210,6,-38,6,1,0,0,1,1,0,0,-1,0,0,0,1,121,3,0,12,3,3,3,4,0,0,1,9,1,-177,62,-5,41,-24,7,-6,12,-14,-2
39,1,2,85,145,6,247,4,-40,5,1,1,1,1,1,0,0,-1,0,0,0,1,114,3,1,17,1,2,1,2,0,1,3,2,0,-143,34,-37,60,-8,-3,-11,21,-20,-2
44,1,3,73,111,18,272,5,-39,5,1,0,0,0,1,0,0,0,0,0,0,1,122,5,1,13,3,5,1,5,0,1,2,4,1,-181,81,-17,39,-32,7,8,9,-20,-2
39,1,3,70,111,20,311,5,-39,5,1,0,0,1,1,0,0,-1,0,0,0,1,116,6,0,13,2,5,1,4,0,1,1,6,1,-179,75,-22,48,-22,0,-3,14,-22,-2
39,1,3,62,100,12,251,5,-39,5,1,1,0,1,1,0,0,-1,0,0,0,1,109,5,1,12,4,2,3,2,0,1,2,8,0,-185,79,-9,34,-18,-7,4,13,-16,-2
38,1,2,61,100,14,237,5,-39,5,1,1,0,1,1,0,0,-1,0,0,0,1,109,2,1,14,4,3,2,4,0,1,2,5,1,-194,96,-19,44,-29,-2,3,17,-28,-2
39,1,3,58,95,8,221,6,-39,6,1,0,0,1,1,0,0,0,0,0,0,1,105,1,1,11,2,2,5,2,0,0,2,12,0,-184,65,-2,52,-37,2,2,17,-23,-2
38,1,3,57,88,16,259,6,-39,6,1,0,0,1,1,0,0,-1,0,0,0,1,102,1,1,9,1,5,3,4,0,0,4,12,0,-196,91,-10,44,-30,-5,9,11,-23,-2
36,1,2,65,108,8,259,5,-39,5,1,1,0,0,1,0,0,-1,0,0,0,1,112,5,1,13,1,3,2,4,0,1,2,6,1,-179,72,-21,57,-31,-4,4,18,-25,-2
49,2,3,66,93,27,258,7,-38,6,0,0,0,1,1,0,0,-1,0,0,0,1,145,5,2,11,2,7,2,4,0,1,2,8,1,-203,104,-12,37,-29,-7,13,13,-25,-2
32,0,3,56,97,5,205,4,-40,5,1,1,0,1,1,0,0,-1,0,0,0,1,120,1,1,14,3,2,1,6,0,1,4,4,1,-191,93,-25,47,-22,-12,13,15,-31,-2
47,1,3,70,107,15,289,6,-38,5,1,0,0,1,1,0,0,-1,0,0,0,1,116,1,1,14,2,3,3,2,0,0,3,8,1,-187,80,-13,47,-29,-4,4,16,-21,-2
34,1,3,61,99,8,237,5,-39,5,1,1,0,1,1,0,0,-1,0,0,0,1,108,2,1,14,4,2,3,4,0,1,5,6,0,-188,87,-26,60,-42,5,3,18,-30,-2
35,1,2,55,90,10,232,5,-39,6,1,1,0,0,1,0,0,-1,0,0,0,1,108,3,1,8,5,4,1,8,0,1,5,10,1,-188,75,-2,39,-24,-6,12,6,-16,-2
39,1,2,61,98,15,268,5,-38,5,1,1,0,1,1,0,0,0,0,0,0,1,115,2,1,10,3,4,3,7,0,1,2,9,1,-190,86,-12,40,-28,2,1,16,-18,-2
40,1,2,58,89,20,211,6,-38,6,1,0,0,1,1,0,0,-1,0,0,0,1,101,2,1,10,3,4,1,5,0,1,6,7,0,-201,102,-20,51,-36,2,4,17,-26,-2
39,1,2,55,84,24,171,6,-38,6,1,0,0,1,1,0,0,0,0,0,0,1,107,2,1,10,1,6,3,4,0,0,2,13,0,-206,106,-7,32,-27,-9,14,11,-23,-2
42,1,2,58,96,23,290,5,-39,5,1,0,0,1,1,0,0,-1,0,0,0,1,105,1,3,8,1,7,1,3,0,0,4,8,0,-189,81,-6,36,-19,-8,6,13,-22,-2
36,1,2,59,100,16,244,5,-39,5,1,1,0,1,1,0,0,-1,0,0,0,1,138,1,1,16,2,5,1,6,0,1,5,3,0,-185,80,-18,49,-27,-5,5,18,-30,-2
40,2,2,64,100,24,215,6,-38,6,1,0,0,1,1,0,0,-1,0,0,0,1,99,1,2,8,3,6,1,5,0,0,8,8,0,-180,62,-6,60,-44,10,-5,24,-28,-2
37,2,2,55,91,13,239,5,-39,5,1,1,0,1,1,0,0,0,0,0,0,1,123,3,0,13,2,2,2,3,0,1,2,7,0,-188,80,-1,26,-19,-8,11,10,-18,-2
30,1,2,58,105,9,222,4,-39,5,1,1,0,1,1,0,0,-1,0,0,0,1,107,1,1,14,1,4,1,3,0,0,4,6,0,-172,62,-15,43,-15,-7,4,16,-23,-2
39,1,3,59,95,11,208,5,-38,5,1,1,0,1,1,0,0,-1,0,0,0,1,109,2,2,13,3,3,2,3,0,0,3,7,0,-195,88,-5,37,-30,-1,6,14,-28,-2
33,1,3,55,94,12,263,5,-39,5,1,1,0,1,1,0,0,-1,0,0,0,1,117,1,1,14,2,4,1,5,0,0,5,5,0,-189,79,-10,43,-20,-11,10,12,-26,-2
35,1,2,65,114,10,227,5,-39,5,1,1,0,1,1,0,0,-1,0,0,0,1,108,1,1,16,2,3,2,2,0,0,3,6,0,-170,54,-13,58,-29,-4,-2,19,-21,-2
37,1,3,61,102,21,272,5,-39,5,1,1,0,1,1,1,0,-1,0,0,0,1,130,2,1,13,4,3,1,6,0,0,5,3,0,-181,73,-13,45,-22,-12,8,16,-24,-2
30,1,3,54,94,6,288,4,-39,5,1,1,0,1,1,0,0,-1,0,0,0,1,111,2,1,12,1,4,1,3,0,0,5,8,1,-185,76,-10,47,-36,3,12,8,-25,-2
43,1,3,60,94,19,213,6,-38,6,1,0,0,1,1,0,0,-1,0,0,0,1,105,1,2,8,3,7,1,5,0,0,8,8,0,-184,69,-6,50,-34,8,-3,19,-26,-2
36,0,3,67,116,8,223,5,-40,5,1,1,0,1,1,0,0,-1,0,0,0,1,119,1,0,19,3,2,1,4,0,1,4,1,0,-160,50,-25,51,-10,-6,-4,17,-18,-2
43,1,3,61,94,16,322,6,-39,5,1,1,0,1,1,0,0,-1,0,0,0,1,114,2,1,14,4,4,1,4,0,1,4,5,1,-194,93,-13,35,-25,-6,11,14,-23,-2
38,1,3,65,108,16,281,5,-39,5,1,0,0,1,1,0,0,-1,0,0,0,1,114,1,1,15,1,5,2,4,0,0,4,5,0,-177,73,-27,59,-31,1,-2,18,-22,-2
41,1,3,69,115,23,269,5,-39,5,1,0,0,1,1,1,0,-1,0,0,0,1,120,2,2,14,4,4,1,3,0,0,4,5,0,-181,80,-32,65,-36,-2,-1,25,-31,-2
33,1,2,58,102,13,244,4,-39,5,1,1,0,1,1,0,0,-1,0,0,0,1,111,1,1,15,2,3,2,4,0,0,3,6,0,-188,86,-15,43,-29,-3,3,22,-32,-2
40,1,2,62,98,21,300,5,-39,5,1,1,0,1,1,0,0,0,0,0,0,1,170,1,1,10,3,5,2,5,1,1,4,7,0,-197,103,-25,49,-43,8,6,20,-33,-2
39,1,3,62,103,9,310,5,-39,5,1,1,0,1,1,0,0,-1,0,0,0,1,147,1,1,18,1,2,1,7,0,1,2,3,1,-185,87,-24,44,-26,-4,7,19,-28,-2
37,1,2,67,111,15,269,5,-39,5,1,1,0,1,1,0,0,-1,0,0,0,1,120,1,1,10,2,3,2,5,0,0,4,9,0,-174,68,-20,46,-22,-1,2,18,-24,-2
45,1,2,78,123,15,267,5,-39,5,1,0,0,1,1,0,0,-1,0,0,0,0,127,2,1,15,3,2,2,6,0,1,5,1,1,-169,62,-26,55,-19,-6,-2,21,-23,-2
36,1,2,58,100,12,300,5,-39,5,1,1,0,1,1,0,0,-1,0,0,0,1,121,1,0,12,4,2,2,5,0,1,4,5,1,-183,74,-13,50,-32,0,-2,21,-23,-2
41,1,2,71,115,16,257,5,-39,5,1,1,0,1,1,0,0,-1,0,0,0,1,119,2,2,13,3,4,2,6,0,1,2,6,0,-174,63,-13,48,-28,3,-7,28,-25,-2
30,1,2,52,99,5,281,4,-40,5,1,1,0,1,1,0,0,-1,0,0,0,1,110,1,0,14,2,2,1,4,0,0,3,6,0,-180,74,-17,49,-34,1,7,18,-30,-2
39,1,3,61,103,19,294,5,-39,5,1,1,0,1,1,0,0,-1,0,0,0,1,117,2,2,12,1,6,2,5,0,0,4,6,1,-186,78,-8,43,-38,8,3,21,-30,-2
42,1,3,69,112,16,298,5,-39,5,1,0,0,1,1,0,0,-1,0,0,0,1,114,1,1,14,4,4,1,5,0,1,6,4,0,-181,77,-22,55,-40,12,-4,23,-27,-2
39,1,3,59,97,14,247,5,-39,5,1,1,0,1,1,0,0,-1,0,0,0,1,112,3,2,13,2,3,1,6,0,1,4,4,0,-192,90,-14,42,-28,-3,5,15,-22,-2
41,1,2,65,103,23,256,6,-39,5,1,0,0,1,1,0,0,-1,0,0,0,1,154,1,1,13,3,5,2,4,0,1,5,5,0,-185,78,-17,57,-40,7,-5,22,-26,-2
40,1,3,60,95,18,214,6,-39,5,1,0,0,1,1,0,0,-1,0,0,0,1,123,1,1,15,2,4,3,4,0,1,3,6,0,-185,71,-1,45,-33,0,-2,20,-26,-2
42,1,3,64,99,24,256,6,-38,5,0,0,0,1,1,0,0,-1,0,0,0,0,144,2,1,12,4,4,1,7,0,1,5,4,0,-193,91,-17,45,-24,-8,3,16,-22,-2
49,9,3,80,105,28,447,7,-36,5,0,0,0,0,1,0,0,0,0,0,0,1,159,5,1,8,1,4,4,5,1,1,2,5,2,-219,148,-34,31,-35,16,-16,22,-17,0
61,12,3,86,118,39,410,8,-36,5,0,0,0,1,1,0,-1,-1,0,0,0,1,195,3,1,7,2,12,6,4,1,1,1,1,1,-199,109,-16,31,-39,23,-14,17,-17,0
42,4,3,66,101,15,403,6,-38,6,1,0,0,1,1,0,0,-1,0,0,0,1,112,3,1,9,3,3,2,3,0,0,1,10,2,-188,76,4,19,-22,17,-6,11,-15,0
65,11,3,91,113,39,472,8,-35,4,0,0,0,1,0,0,0,-1,0,0,0,1,184,3,2,8,3,7,8,6,1,1,1,4,2,-214,148,-47,34,-47,50,-28,16,-19,0
62,10,3,85,106,42,384,8,-36,5,0,0,0,1,0,0,0,-1,0,0,0,1,176,4,1,8,4,8,3,5,2,2,0,6,1,-208,123,-20,27,-28,14,-9,13,-18,0
75,22,3,105,124,35,459,9,-34,3,0,0,0,1,1,0,0,-1,-1,0,0,1,234,4,4,10,1,8,1,1,1,2,1,3,1,-212,161,-75,48,-41,42,-35,32,-16,0
38,3,3,53,78,6,298,5,-39,6,1,1,0,1,1,0,0,0,0,0,0,1,122,2,1,16,3,3,1,3,0,0,1,6,1,-209,105,5,17,-26,14,-6,8,-8,0
64,14,3,98,123,47,482,9,-35,4,0,0,0,1,0,0,0,0,0,0,0,1,216,3,2,10,2,4,5,4,4,2,1,2,1,-201,128,-40,33,-43,47,-15,6,-23,0
45,4,3,61,81,20,443,6,-38,5,0,0,0,1,1,0,0,-1,0,0,0,1,176,2,1,12,3,6,2,5,0,0,1,2,1,-215,127,-12,14,-24,16,-2,0,-2,0
50,6,2,77,102,23,354,7,-37,5,0,0,0,0,1,0,0,0,0,0,0,1,113,4,1,9,1,3,2,4,0,1,1,8,1,-198,100,-5,18,-18,13,-6,2,-10,0
68,13,3,99,121,44,427,8,-35,4,0,0,0,1,1,0,0,-1,-1,0,0,1,218,4,1,11,3,11,2,3,1,2,1,3,1,-189,104,-26,26,-31,32,-15,11,-11,0
66,7,3,105,125,51,471,9,-36,4,0,0,0,1,0,0,0,0,0,0,0,1,185,3,1,6,3,7,4,3,2,1,2,9,3,-201,134,-47,40,-37,32,-21,26,-20,0
71,15,3,110,126,40,399,9,-34,3,0,0,0,1,1,0,0,-1,-1,-1,0,1,227,3,2,16,4,2,1,2,1,2,2,2,1,-223,181,-80,49,-51,50,-39,32,-25,0
52,7,3,80,106,35,424,7,-37,5,0,0,0,1,0,0,0,0,0,0,0,1,141,7,1,10,1,4,4,3,1,2,1,3,1,-197,92,9,11,-22,16,-2,3,-10,0
48,7,3,71,93,26,444,7,-36,5,0,0,0,1,0,0,0,0,0,0,0,1,148,4,1,7,4,5,4,5,1,1,1,9,1,-212,119,-9,20,-32,31,-16,5,-13,0
54,9,3,84,112,36,394,8,-36,5,0,0,0,1,1,0,0,0,0,0,0,1,147,3,2,7,3,4,2,6,2,2,1,10,1,-198,94,6,18,-25,15,-13,15,-12,0
63,12,3,94,113,43,476,8,-35,4,0,0,0,1,1,0,-1,-1,-1,0,0,1,197,3,1,8,8,6,4,2,1,1,2,1,1,-218,156,-46,29,-38,33,-17,9,-11,0
42,2,3,56,78,16,316,6,-39,6,1,0,0,1,1,0,0,0,0,0,0,1,125,6,1,12,1,3,2,5,0,1,1,6,1,-214,120,-6,9,-18,19,-4,-1,-10,0
53,8,3,74,104,30,359,7,-37,5,1,0,0,1,0,0,0,-1,0,0,0,1,175,4,1,9,4,4,5,4,0,1,1,6,2,-191,86,1,16,-23,27,-12,11,-16,0
65,9,3,90,107,42,402,8,-36,5,0,0,0,1,1,0,0,-1,-1,0,0,1,202,3,1,13,3,6,3,3,1,1,1,2,2,-221,163,-49,13,-22,32,-14,14,-21,0
49,5,2,72,102,25,439,6,-37,5,1,0,0,1,1,0,0,-1,0,0,0,1,167,4,2,12,1,5,4,3,0,1,1,3,1,-192,86,-3,24,-23,20,-6,4,-13,0
49,5,2,81,111,34,390,7,-37,5,0,0,0,1,0,0,0,-1,0,0,0,1,177,3,2,14,2,2,4,5,1,1,1,3,1,-200,112,-11,10,-28,37,-14,4,-19,0
50,4,3,72,99,24,403,6,-37,5,1,0,0,1,1,0,0,0,0,0,0,1,138,3,1,15,2,5,3,4,0,1,2,4,1,-199,112,-20,6,-14,24,0,4,-13,0
56,14,3,103,133,40,542,8,-35,4,0,0,0,1,0,0,0,0,0,0,0,1,214,3,2,9,2,3,6,5,2,2,1,3,3,-185,95,-18,36,-45,29,-12,19,-20,0
50,6,3,74,105,28,393,7,-36,5,0,0,0,1,1,0,0,0,0,0,0,1,144,5,1,9,3,4,4,5,0,1,2,6,1,-200,108,-22,30,-30,34,-21,8,-13,0
52,8,3,77,104,35,434,7,-37,5,0,0,0,1,0,0,0,-1,0,0,0,1,173,2,0,11,4,8,3,3,1,1,1,3,1,-195,97,-2,10,-26,36,-20,13,-14,0
48,6,2,68,91,19,406,7,-37,6,0,0,0,1,1,0,0,-1,0,0,0,1,170,4,2,10,3,5,3,3,0,0,1,7,1,-208,114,-11,17,-24,31,-20,12,-17,0
78,16,3,109,125,48,504,9,-34,4,0,0,0,1,0,0,0,0,0,0,0,1,281,6,4,8,5,4,4,8,2,1,2,2,1,-207,144,-57,51,-65,58,-23,13,-23,0
40,2,3,71,112,19,363,5,-39,5,1,0,0,1,1,0,0,-1,0,0,0,1,156,3,1,14,2,4,2,4,0,1,1,5,0,-174,62,1,13,-8,17,-8,6,-8,0
55,7,3,73,94,32,359,7,-37,5,0,0,0,1,1,0,0,-1,0,0,0,1,140,6,3,10,2,5,3,3,1,1,1,5,1,-216,126,-1,4,-22,18,-11,8,-7,0
61,8,3,93,126,41,332,7,-37,4,0,1,0,1,0,0,0,-1,0,1,0,0,116,5,1,13,2,3,3,6,1,1,2,1,1,-189,110,-37,45,-49,42,-33,33,-29,0
51,7,3,77,100,38,328,8,-37,5,0,1,0,1,1,0,0,0,-1,0,0,1,146,5,2,11,2,7,2,3,1,2,4,1,2,-225,168,-64,51,-47,26,-13,14,-14,-1
59,5,2,88,119,43,461,7,-36,5,1,0,0,1,1,0,0,0,0,0,0,1,173,2,1,10,2,4,5,2,0,1,4,5,1,-201,128,-54,43,-29,15,9,5,-17,-1
61,8,3,93,128,44,353,8,-36,4,0,0,0,1,1,0,0,0,0,0,0,1,143,2,1,10,3,7,5,5,0,1,3,3,1,-203,144,-94,85,-46,27,-20,22,-27,-1
54,10,3,83,111,32,488,7,-36,5,1,0,0,1,1,0,0,-1,0,0,0,1,159,2,1,10,5,10,3,7,1,1,1,2,1,-204,148,-97,79,-44,39,-17,20,-34,-1
61,9,3,88,107,43,505,8,-35,5,0,0,0,1,1,0,0,0,0,0,0,1,155,2,1,7,8,12,4,3,1,2,1,3,2,-225,183,-105,78,-39,22,-16,18,-18,-1
53,8,3,82,108,33,428,7,-35,5,1,0,0,1,0,0,0,0,0,0,0,1,149,2,2,7,3,9,3,7,1,2,1,2,1,-224,201,-142,79,-22,20,8,-7,-17,-1
50,6,2,79,114,21,517,6,-37,5,1,0,0,1,1,0,0,0,0,0,0,1,175,3,1,9,3,5,2,5,0,1,4,4,1,-200,136,-81,55,-17,10,9,5,-23,-1
54,8,3,85,116,35,377,7,-36,5,0,0,0,1,1,0,0,-1,0,0,0,1,164,2,1,9,5,11,2,5,1,1,3,2,2,-201,130,-56,34,-21,31,-18,15,-19,-1
55,8,3,84,112,29,391,7,-36,5,1,0,0,1,1,0,0,0,0,0,0,1,152,3,1,9,5,10,5,3,0,1,2,3,1,-216,172,-106,64,-15,4,2,7,-20,-1
55,7,3,79,101,28,351,7,-36,5,1,0,0,1,0,0,0,0,0,0,0,1,160,1,1,8,6,4,2,8,1,1,4,5,3,-228,202,-145,96,-29,14,3,3,-29,-1
53,3,3,87,117,33,318,8,-37,5,1,0,0,1,1,0,0,-1,0,0,0,1,145,2,1,16,2,3,3,4,0,1,3,2,1,-208,164,-110,65,-11,0,12,6,-23,-1
56,7,3,84,105,41,443,7,-36,4,0,0,0,1,1,0,0,-1,0,0,0,1,175,2,2,8,2,5,5,8,1,1,4,2,2,-224,184,-103,73,-44,20,0,8,-25,-1
55,7,3,79,104,40,432,7,-36,5,0,0,0,1,1,0,0,0,0,0,0,1,144,2,1,8,5,6,4,7,1,1,7,3,1,-221,160,-67,51,-29,13,-7,7,-13,-1
47,7,3,74,104,19,408,6,-37,5,1,0,0,1,1,0,0,0,0,0,0,1,150,3,1,13,3,5,4,2,0,1,2,4,1,-206,147,-85,54,-13,10,-2,13,-25,-1
46,8,3,71,100,26,409,6,-37,5,1,0,0,1,0,0,0,0,0,0,0,1,130,1,1,9,6,10,2,4,1,0,3,2,0,-211,149,-79,58,-31,28,-7,7,-18,-1
62,5,3,86,111,46,455,8,-36,4,0,0,0,1,1,0,0,0,0,0,0,1,153,3,1,7,5,6,3,4,1,3,5,4,1,-214,157,-75,44,-20,19,-9,14,-14,-1
51,7,3,72,98,28,430,6,-37,5,0,0,0,1,1,0,0,-1,0,0,0,1,120,1,1,10,4,8,2,7,1,2,2,2,1,-218,155,-67,56,-29,10,-5,4,-11,-1
56,9,3,83,110,29,418,7,-35,5,1,0,0,1,0,0,0,0,0,0,0,1,184,2,2,7,4,7,2,9,0,2,4,4,2,-208,153,-97,72,-42,52,-30,23,-29,-1
54,9,3,87,117,36,520,7,-36,5,0,0,0,1,1,0,0,0,0,0,0,1,177,2,2,8,4,7,2,7,1,1,4,3,2,-212,169,-102,62,-37,36,-14,13,-24,-1
50,8,3,75,106,25,403,7,-36,5,1,0,0,1,1,0,0,0,0,0,0,1,153,2,2,7,4,11,4,5,0,1,3,3,1,-208,137,-58,47,-35,29,-8,12,-19,-1
53,9,3,77,98,39,489,7,-36,5,0,0,0,1,1,0,0,0,0,0,0,1,155,1,1,8,4,7,3,8,1,1,2,4,1,-225,178,-87,54,-35,26,-9,9,-8,-1
52,7,3,84,108,30,435,7,-36,5,0,0,0,1,1,0,0,0,0,0,0,1,154,1,1,12,6,6,2,6,1,1,2,2,1,-215,168,-91,48,-18,17,-15,27,-21,-1
50,7,3,86,125,25,392,7,-37,5,1,0,0,1,1,0,0,0,0,0,0,1,153,2,1,9,2,9,4,6,1,1,3,2,0,-185,113,-72,51,-13,14,-1,7,-19,-1
50,6,3,77,109,20,342,6,-37,5,1,0,0,1,1,0,0,0,0,0,0,1,144,2,2,8,4,4,3,10,0,1,2,2,1,-208,159,-96,48,-13,16,8,5,-26,-1
41,5,3,69,104,21,412,5,-37,5,1,0,0,1,1,0,0,0,0,0,0,1,142,1,1,11,7,7,3,6,0,1,3,3,1,-200,140,-104,87,-37,28,-2,0,-15,-1
52,10,3,79,107,22,472,7,-35,5,1,0,0,0,1,0,0,0,0,0,0,1,148,2,1,9,4,9,2,7,1,1,5,2,1,-222,188,-133,99,-42,19,-6,9,-18,-1
54,9,3,81,115,31,462,7,-37,5,0,0,0,1,1,0,0,0,0,0,0,1,146,1,1,11,3,7,2,6,1,1,3,3,1,-201,131,-64,44,-10,12,-9,8,-12,-1
60,10,3,85,101,41,365,9,-35,5,0,0,0,1,1,0,0,0,0,0,0,1,163,2,1,9,4,12,4,6,2,1,1,2,1,-238,201,-97,55,-28,19,-23,25,-20,-1
22,1,2,41,78,3,325,3,-42,5,1,1,1,1,1,0,0,-1,0,0,0,0,95,3,0,16,1,2,1,5,0,0,1,2,0,-201,107,-15,19,-12,3,-3,6,-7,-1
27,1,3,51,95,6,267,4,-40,5,1,1,1,1,1,0,0,0,0,0,0,1,101,4,1,15,1,2,1,2,0,1,2,6,1,-184,82,-20,39,-17,-9,8,13,-24,-1
33,2,3,55,82,12,209,5,-38,6,1,1,0,0,1,0,0,-1,0,0,0,1,110,5,1,10,2,4,3,3,0,1,1,13,1,-213,120,-19,44,-32,-12,14,11,-28,-1
37,1,3,57,93,7,227,5,-39,6,1,1,0,0,1,0,0,0,0,0,0,1,109,3,0,10,4,2,3,4,0,0,1,10,1,-193,89,-14,46,-29,-8,13,10,-24,-1
30,1,3,55,97,3,251,4,-39,5,1,1,0,1,1,0,0,0,0,0,0,1,106,1,0,9,3,2,1,3,0,0,1,15,2,-181,71,-14,44,-23,-7,16,13,-29,-1
39,1,2,58,95,19,222,5,-39,5,1,1,0,1,1,0,0,-1,0,0,0,1,132,1,0,12,1,1,6,1,0,1,1,9,0,-184,81,-22,45,-23,-5,12,10,-22,-1
44,2,3,71,109,14,243,6,-38,6,1,0,0,0,1,0,0,0,0,0,0,1,116,3,0,9,4,3,3,3,0,1,1,13,3,-183,75,-8,34,-17,-10,13,6,-15,-1
32,1,2,54,88,8,199,5,-39,6,1,1,0,0,1,0,0,0,0,0,0,1,105,2,0,6,2,2,5,1,0,0,1,16,1,-180,64,-3,36,-11,-12,11,10,-21,-1
41,3,3,61,92,20,231,6,-38,5,1,0,0,1,1,0,0,-1,0,0,0,1,113,3,2,11,2,3,3,3,0,1,2,8,1,-201,101,-7,33,-24,-13,14,9,-19,-1
38,2,3,60,91,11,210,6,-38,6,1,0,0,0,1,0,0,0,0,0,0,1,105,4,0,6,4,2,3,4,0,0,1,16,1,-190,72,6,33,-12,-17,12,7,-19,-1
34,2,3,52,82,7,223,5,-39,6,1,1,0,0,1,0,0,-1,0,0,0,1,105,2,1,6,3,2,5,3,0,0,0,18,1,-192,84,-9,32,-10,-13,17,7,-22,-1
29,2,2,49,84,1,179,4,-39,5,1,1,0,1,1,0,0,-1,0,0,0,1,113,1,1,11,1,1,3,1,0,0,1,15,0,-184,75,-7,28,-11,-9,17,9,-21,-1
39,2,3,64,100,5,231,5,-38,6,1,0,0,0,0,0,0,0,0,0,0,1,111,11,1,9,2,3,2,5,0,2,0,8,2,-181,66,-4,33,-10,-7,12,10,-22,-1
46,1,3,71,112,19,203,6,-39,5,1,0,0,0,1,0,0,-1,0,0,0,1,155,6,1,12,3,3,2,6,0,0,1,5,1,-167,50,-15,46,-5,-14,7,11,-21,-1
33,1,2,54,90,6,174,4,-39,5,1,1,0,0,1,0,0,-1,0,0,0,1,106,3,0,12,2,1,3,5,0,0,1,11,2,-196,98,-19,36,-19,-9,12,14,-24,-1
40,1,3,58,89,20,265,6,-39,6,1,0,0,0,1,0,0,0,0,0,0,1,115,6,1,12,3,4,1,4,0,1,1,6,1,-191,82,-9,40,-15,-14,14,9,-23,-1
