@relation valence

@attribute Zcr numeric
@attribute Energy numeric
@attribute EnergyEntropy numeric
@attribute SpectralCentroid numeric
@attribute SpectralCentroidSpread numeric
@attribute SpectralEntropy numeric
@attribute SpectralFlux numeric
@attribute SpectralRollOff numeric
@attribute MFCC1 numeric
@attribute MFCC2 numeric
@attribute MFCC3 numeric
@attribute MFCC4 numeric
@attribute MFCC5 numeric
@attribute MFCC6 numeric
@attribute MFCC7 numeric
@attribute MFCC8 numeric
@attribute MFCC9 numeric
@attribute MFCC10 numeric
@attribute MFCC11 numeric
@attribute MFCC12 numeric
@attribute MFCC13 numeric
@attribute HarmonicRatio numeric
@attribute F0 numeric
@attribute ChromaVector1 numeric
@attribute ChromaVector2 numeric
@attribute ChromaVector3 numeric
@attribute ChromaVector4 numeric
@attribute ChromaVector5 numeric
@attribute ChromaVector6 numeric
@attribute ChromaVector7 numeric
@attribute ChromaVector8 numeric
@attribute ChromaVector9 numeric
@attribute ChromaVector10 numeric
@attribute ChromaVector11 numeric
@attribute ChromaVector12 numeric
@attribute LPC1 numeric
@attribute LPC2 numeric
@attribute LPC3 numeric
@attribute LPC4 numeric
@attribute LPC5 numeric
@attribute LPC6 numeric
@attribute LPC7 numeric
@attribute LPC8 numeric
@attribute LPC9 numeric
@attribute valence {-2,-1,0,1,2}

@data
45,6,3,73,111,16,438,6,-37,5,1,0,0,1,0,0,0,0,0,0,0,1,149,1,2,5,2,5,3,13,0,2,2,3,0,-192,110,-49,42,-29,23,9,-8,-6,0
45,6,3,68,101,13,426,6,-37,5,1,0,0,1,0,0,0,0,0,0,0,1,158,1,2,5,1,11,7,10,0,0,1,1,0,-193,105,-32,20,-9,15,13,-13,-4,0
50,7,3,71,107,19,352,6,-38,5,0,0,0,1,1,0,0,0,0,0,0,1,131,2,2,11,2,6,5,10,1,0,0,2,1,-203,119,-33,37,-25,9,0,-3,-1,0
54,7,3,77,102,30,266,7,-36,5,0,0,0,1,1,0,0,0,0,0,0,1,145,4,2,3,2,14,9,7,1,0,0,2,1,-228,176,-87,85,-76,40,2,-7,-5,0
42,2,3,79,120,30,253,6,-38,4,0,1,1,1,1,0,0,0,0,0,0,1,128,2,1,16,2,3,4,5,1,1,2,6,1,-200,123,-47,55,-45,12,-4,19,-24,2
51,4,3,82,116,25,397,7,-37,5,0,0,0,1,1,0,0,0,0,0,0,1,139,4,1,10,2,5,4,5,1,0,3,4,1,-210,150,-78,58,-25,7,-1,16,-20,2
52,5,3,87,129,25,380,6,-37,4,1,0,0,1,1,0,0,0,0,0,0,1,135,3,1,13,4,4,3,5,1,1,5,3,1,-194,134,-91,77,-37,22,-9,18,-27,2
65,6,3,115,151,30,563,9,-37,4,1,0,0,0,1,0,0,-1,0,0,0,1,194,4,1,11,4,5,3,4,1,1,2,5,0,-166,93,-73,51,-11,13,-5,18,-23,2
61,5,3,88,111,35,416,8,-36,4,0,0,0,1,1,0,0,0,0,0,0,1,196,3,2,12,5,4,3,4,2,2,2,4,1,-218,169,-90,68,-36,17,-16,24,-26,2
55,3,3,86,116,34,462,7,-37,5,1,0,0,0,1,0,0,0,0,0,0,1,154,4,3,10,4,7,4,4,1,1,2,5,1,-205,153,-104,80,-36,19,2,3,-22,2
54,5,3,95,131,24,471,6,-37,4,1,0,0,1,1,0,0,-1,0,0,0,1,166,3,3,12,2,7,5,2,0,1,2,2,1,-195,144,-103,73,-27,10,1,20,-32,2
57,5,3,91,120,29,467,7,-36,5,1,0,0,0,1,0,0,0,0,0,0,1,164,3,1,10,5,6,4,5,1,1,3,4,2,-208,171,-123,74,-24,13,8,8,-30,2
56,5,3,82,110,27,390,7,-36,5,0,0,0,1,1,1,0,-1,0,0,0,1,174,2,3,14,4,4,3,3,0,1,3,2,1,-213,155,-80,67,-29,2,-5,23,-31,2
57,4,3,89,121,32,310,7,-36,5,1,0,0,0,1,0,0,0,0,0,0,1,147,4,3,12,4,2,5,4,0,1,1,6,2,-212,175,-133,101,-38,14,-12,23,-34,2
52,5,3,80,108,23,421,7,-36,5,1,0,0,0,1,0,0,0,0,0,0,1,151,3,2,9,3,12,4,3,0,1,3,3,1,-218,184,-142,105,-34,11,12,-6,-28,2
57,3,3,96,126,37,326,8,-37,4,0,0,0,1,1,0,0,0,0,0,0,1,134,2,1,9,3,5,4,4,1,1,3,7,2,-201,146,-90,65,-38,34,-21,21,-25,2
51,7,3,80,110,37,401,7,-36,4,0,0,0,1,1,0,0,0,0,0,0,1,148,2,1,8,3,8,4,6,1,1,7,2,1,-218,168,-84,54,-33,18,-3,13,-26,2
55,5,2,82,110,28,386,7,-37,5,0,0,0,1,1,1,0,-1,0,0,0,1,152,3,2,9,3,4,3,3,1,1,2,6,1,-216,152,-59,41,-18,5,-12,17,-24,2
53,2,3,84,118,29,325,7,-37,5,1,0,0,1,1,0,0,0,0,0,0,1,138,7,4,11,1,4,4,4,1,3,1,5,1,-210,162,-101,68,-16,-3,3,22,-35,2
45,5,3,75,109,23,484,6,-37,5,1,0,0,1,0,0,0,0,0,0,0,1,146,6,3,10,3,5,2,3,1,2,3,4,1,-209,159,-96,64,-24,7,3,14,-29,2
54,7,3,83,109,33,495,7,-35,5,0,0,0,1,1,0,0,0,0,0,0,1,143,3,2,10,3,10,4,3,1,1,3,4,2,-222,173,-81,44,-22,15,-5,11,-21,2
64,4,3,91,116,38,341,7,-36,5,0,0,0,1,1,0,0,0,0,0,0,1,182,4,3,13,3,4,4,4,2,2,3,3,2,-212,154,-74,54,-29,11,-9,21,-22,2
49,1,3,78,111,30,350,7,-38,5,0,0,0,1,1,1,0,0,0,0,0,1,126,2,2,11,2,5,2,4,0,1,2,7,1,-203,125,-50,55,-25,-4,-4,17,-23,2
58,6,3,89,120,33,389,7,-36,5,1,0,0,0,1,0,0,0,0,0,0,1,185,3,2,5,4,8,5,7,0,1,3,4,1,-212,176,-136,98,-35,16,12,-5,-19,2
53,4,3,85,121,29,414,6,-37,5,0,0,0,1,1,0,0,0,0,0,0,1,164,2,2,12,4,5,4,5,1,1,5,3,1,-197,130,-67,45,-11,1,-2,14,-25,2
51,5,3,79,114,28,458,6,-37,5,0,0,0,1,1,0,0,0,0,0,0,1,148,2,1,12,2,7,2,4,1,1,3,2,1,-210,149,-84,76,-39,19,-17,17,-26,2
55,4,3,81,108,39,398,7,-37,4,0,0,0,1,1,0,0,0,0,0,0,1,162,1,2,11,4,6,6,4,1,1,3,3,1,-217,175,-106,79,-40,12,-2,14,-30,2
52,4,3,80,113,27,381,7,-36,5,1,0,0,1,1,0,0,0,0,0,0,1,138,4,1,11,3,6,2,3,1,1,2,4,1,-205,142,-69,39,-8,8,-6,17,-25,2
42,2,3,65,95,24,306,6,-38,5,0,0,0,1,1,0,0,0,0,0,0,1,140,4,1,14,3,5,3,3,1,1,2,3,1,-205,129,-49,46,-23,2,3,12,-27,2
56,8,3,76,98,27,354,7,-36,5,0,0,0,1,1,0,0,0,0,0,0,1,136,1,2,11,6,5,3,10,0,1,2,1,1,-224,167,-81,63,-25,8,-5,-1,-9,2
40,3,3,76,131,17,333,5,-38,5,1,1,0,1,1,0,0,-1,0,0,0,1,113,2,1,13,5,9,2,2,0,1,2,1,1,-163,59,-32,49,-14,2,-6,22,-25,2
46,6,3,70,101,23,420,6,-36,5,1,0,0,1,1,0,0,0,0,0,0,1,134,3,1,9,2,9,3,6,0,1,1,1,1,-213,155,-80,50,-11,-7,19,7,-27,2
38,4,3,67,110,13,417,5,-38,5,1,1,0,1,1,0,0,0,0,0,0,1,136,1,1,13,3,5,3,4,0,0,4,2,1,-192,123,-85,80,-37,11,8,6,-22,2
40,6,3,66,98,8,424,5,-37,5,1,0,0,1,0,0,0,0,0,0,0,1,139,1,1,12,3,3,4,9,0,0,2,2,0,-205,141,-81,52,-11,9,5,2,-23,2
40,5,3,62,93,14,374,5,-37,5,1,0,0,1,1,0,0,0,0,0,0,1,142,1,1,12,3,10,2,4,0,1,2,1,2,-205,128,-51,40,-14,-1,13,1,-21,2
42,6,3,68,97,19,342,6,-36,5,1,0,0,1,1,0,0,-1,0,0,0,1,132,1,2,10,4,9,5,6,0,0,1,2,1,-214,149,-65,38,-10,0,18,1,-28,2
49,6,3,74,105,22,381,6,-37,5,0,0,0,1,1,0,0,0,0,0,0,1,140,2,2,14,3,5,2,5,1,1,2,1,1,-207,139,-61,48,-24,10,-7,13,-19,2
51,5,3,77,96,35,297,8,-36,5,0,0,0,1,1,0,0,0,0,0,0,1,127,4,3,11,5,8,3,3,1,1,2,2,1,-230,183,-86,62,-36,7,2,16,-33,2
23,0,2,48,96,2,211,3,-41,5,1,1,1,1,1,0,0,0,0,0,0,1,113,1,0,19,1,2,1,4,0,0,2,1,0,-171,65,-17,40,-15,-12,11,13,-27,2
50,4,3,71,98,39,355,6,-37,5,0,0,0,1,1,0,0,0,0,0,0,1,132,1,1,11,3,6,4,3,1,1,4,4,1,-216,152,-62,48,-21,-5,-1,17,-25,1
54,6,2,76,105,26,400,7,-36,5,1,0,0,1,1,0,0,0,0,0,0,1,149,2,0,12,4,2,2,6,1,1,2,6,1,-205,135,-66,49,-11,-2,-5,15,-13,1
62,6,3,96,135,36,406,8,-36,4,1,0,0,1,1,0,0,0,0,0,0,1,158,2,2,11,3,5,5,4,1,2,4,2,1,-185,129,-107,74,-16,16,-11,21,-26,1
62,9,3,93,128,22,469,7,-36,5,1,0,0,1,1,0,0,-1,0,0,0,1,186,2,3,14,7,4,1,5,0,1,2,2,0,-181,104,-62,46,-6,3,-2,16,-22,1
54,8,3,79,107,29,426,7,-36,5,0,0,0,1,1,0,0,0,0,0,0,1,154,3,1,12,3,6,3,4,0,1,2,2,1,-211,162,-100,76,-39,20,-10,25,-28,1
50,5,3,79,113,21,296,7,-36,5,1,0,0,1,1,0,0,0,0,0,0,1,132,3,1,9,1,4,5,6,1,1,0,8,1,-197,140,-97,57,-8,9,12,6,-28,1
46,5,3,79,111,32,390,6,-36,5,1,0,0,1,1,0,0,-1,0,0,0,1,148,3,1,12,4,9,1,3,0,1,3,3,1,-203,142,-75,46,-18,6,7,17,-23,1
49,6,3,82,116,22,470,6,-36,5,1,0,0,1,1,0,0,-1,0,0,0,1,174,4,1,9,6,6,1,3,0,1,4,3,1,-191,135,-99,56,-9,16,4,10,-28,1
53,6,3,72,98,25,386,6,-37,5,0,0,0,1,1,0,0,-1,0,0,0,1,192,4,1,14,3,5,3,3,0,2,2,2,1,-203,123,-45,50,-27,3,-6,24,-24,1
53,5,2,75,98,33,430,7,-36,5,1,0,0,1,1,0,0,0,0,0,0,1,147,6,1,10,5,7,1,4,0,1,2,4,1,-217,166,-96,72,-28,1,1,18,-20,1
49,6,3,77,109,21,387,7,-36,5,1,0,0,1,1,0,0,0,0,0,0,1,140,3,2,9,2,6,7,5,0,1,3,6,2,-209,156,-109,79,-15,4,6,1,-28,1
56,3,3,89,117,38,311,7,-36,5,1,0,0,1,1,0,0,0,0,0,0,1,126,6,2,9,1,6,4,3,0,3,2,5,2,-203,151,-96,63,-24,25,-14,11,-16,1
48,7,3,73,102,21,440,6,-36,5,1,0,0,1,1,0,0,0,0,0,0,1,144,2,1,11,2,5,2,8,0,1,3,4,1,-210,151,-79,50,-26,24,-3,15,-31,1
57,9,3,81,106,38,407,7,-35,5,0,0,0,1,1,0,0,0,0,0,0,1,169,1,1,10,4,5,3,7,1,1,5,3,0,-218,158,-72,61,-34,4,3,14,-27,1
53,3,3,76,101,35,332,7,-36,5,0,0,0,1,1,0,0,0,0,0,0,1,135,6,3,11,1,6,3,5,1,2,1,4,1,-215,153,-79,65,-24,-1,-2,17,-30,1
47,8,2,74,109,16,452,6,-36,5,1,0,0,1,1,0,0,0,0,0,0,1,138,6,1,11,2,4,3,3,1,1,1,4,1,-201,142,-86,53,-8,-2,10,14,-26,1
46,5,3,79,119,26,349,6,-37,5,1,0,0,1,1,0,0,0,0,0,0,1,158,3,1,11,3,6,2,4,1,1,4,4,1,-185,105,-66,58,-12,6,-1,12,-18,1
47,4,3,67,99,20,352,6,-37,5,1,0,0,1,1,0,0,0,0,0,0,1,181,5,0,13,2,5,2,4,0,1,2,5,1,-201,122,-52,48,-22,9,-2,16,-24,1
56,4,3,75,101,30,312,7,-37,5,0,0,0,1,1,0,0,-1,0,0,0,1,156,4,1,15,3,5,2,3,1,1,1,4,1,-202,115,-35,40,-6,-17,3,11,-14,1
46,7,3,75,108,17,432,6,-36,5,1,0,0,1,0,0,0,0,0,0,0,1,143,1,2,10,1,5,4,11,0,1,2,4,1,-208,160,-113,78,-31,25,6,1,-26,1
53,6,3,76,112,26,409,6,-37,5,1,0,0,1,1,0,0,-1,0,0,0,1,175,4,2,11,4,7,4,3,0,1,1,2,1,-187,98,-50,61,-23,3,-5,15,-15,1
51,7,3,81,116,24,429,6,-36,5,1,0,0,1,1,0,0,0,0,0,0,1,150,1,1,13,2,4,3,9,1,1,3,1,1,-196,137,-88,53,-10,9,0,12,-22,1
56,9,3,75,98,31,427,7,-36,5,0,0,0,1,1,0,0,0,0,0,0,1,152,4,1,9,5,9,5,5,0,1,3,2,1,-220,159,-66,43,-24,14,-4,12,-21,1
51,4,3,75,102,32,394,7,-36,5,1,0,0,1,1,0,0,0,0,0,0,1,153,3,2,14,2,5,3,4,1,2,3,3,1,-215,165,-94,68,-34,13,0,16,-25,1
59,5,3,89,115,31,395,7,-37,5,1,0,0,1,1,0,0,-1,0,0,0,1,138,4,1,14,3,5,3,3,0,1,1,2,1,-200,142,-74,34,-5,4,4,18,-24,1
43,5,3,72,109,23,340,6,-37,5,1,0,0,1,1,0,0,0,0,0,0,1,146,4,1,12,3,9,3,4,1,1,3,2,1,-206,150,-104,90,-41,13,-3,17,-25,1
46,7,3,71,103,19,464,6,-36,5,1,0,0,1,1,0,0,0,0,0,0,1,142,2,0,13,3,6,3,7,1,1,1,2,1,-210,155,-91,64,-21,8,-2,14,-22,1
41,5,3,66,105,20,440,5,-37,5,1,0,0,1,1,0,0,0,0,0,0,1,136,2,1,12,3,8,2,4,0,1,3,2,1,-193,116,-57,44,-14,2,6,14,-20,1
46,6,3,75,110,16,419,6,-36,5,1,0,0,1,1,0,0,0,0,0,0,1,136,5,2,11,2,8,5,4,0,1,2,2,0,-202,141,-92,74,-34,20,1,8,-16,1
45,7,3,67,96,12,417,6,-36,5,1,0,0,1,1,0,0,0,0,0,0,1,148,2,3,9,4,7,7,4,0,0,2,2,0,-206,137,-74,54,-8,3,1,7,-18,1
50,7,3,73,105,19,377,6,-37,5,0,0,0,1,1,0,0,0,0,0,0,1,152,2,2,15,3,6,3,6,1,1,1,1,1,-208,142,-65,52,-24,5,-1,12,-22,1
57,8,3,82,105,34,376,8,-35,5,0,0,0,1,1,0,0,0,-1,0,0,1,165,2,1,10,7,7,2,6,1,2,3,3,1,-228,180,-87,57,-25,6,-4,13,-18,1
24,1,2,47,93,3,224,3,-40,5,1,1,1,1,1,0,0,0,0,0,0,1,115,1,1,18,2,2,1,2,0,0,2,3,0,-190,102,-50,68,-33,-9,11,19,-38,1
28,1,3,56,107,5,323,3,-39,5,1,1,1,1,1,1,0,-1,0,0,0,1,116,2,1,18,3,2,1,4,0,0,2,3,0,-178,70,-14,48,-24,-13,7,19,-27,-2
40,5,3,63,86,15,186,7,-37,6,0,0,0,0,1,0,0,0,0,0,0,1,113,4,0,11,2,3,2,3,1,1,1,9,1,-213,115,-3,29,-26,-8,9,5,-9,-2
41,2,3,67,108,11,248,6,-38,5,1,0,0,1,1,0,0,0,0,0,0,1,120,4,1,11,2,3,3,3,0,1,1,10,0,-174,56,-3,39,-12,-11,11,9,-21,-2
43,3,3,64,96,5,233,5,-38,5,1,0,0,0,0,0,0,0,0,0,0,1,112,7,3,10,1,3,3,3,0,1,1,8,0,-181,85,-39,45,-7,-9,17,10,-27,-2
41,2,3,71,117,21,247,5,-39,5,1,0,0,1,1,0,0,-1,0,0,0,1,148,2,1,14,2,4,2,4,0,1,2,5,1,-168,63,-24,47,-17,-9,12,14,-27,-2
54,4,3,73,100,15,242,7,-37,6,1,0,0,1,1,0,0,-1,0,0,0,1,117,5,1,12,1,4,3,2,0,0,2,7,0,-197,110,-35,32,-10,-1,8,9,-24,-2
31,1,2,60,106,11,191,5,-39,5,1,1,0,1,1,1,0,0,0,0,0,1,129,1,0,10,1,2,3,4,0,0,2,11,0,-171,58,-11,41,-14,-10,10,14,-28,-2
44,4,3,65,94,22,244,6,-37,5,1,0,0,1,1,0,0,0,0,0,0,1,114,2,1,11,2,2,4,3,1,1,1,11,1,-203,109,-20,36,-23,-12,14,13,-23,-2
37,2,3,56,83,7,210,6,-38,6,1,0,0,0,1,0,0,0,0,0,0,1,116,3,1,9,2,2,3,4,0,0,1,15,1,-195,88,-12,35,-9,-12,15,7,-26,-2
37,2,3,56,83,13,190,5,-38,6,1,0,0,1,1,0,0,-1,0,0,0,1,116,1,1,12,4,2,4,3,0,0,1,14,1,-211,124,-26,31,-22,-8,23,9,-34,-2
31,2,3,61,107,4,233,4,-39,5,1,1,0,1,1,0,0,-1,0,0,0,1,116,5,1,18,1,2,1,2,0,1,2,1,0,-169,58,-14,38,-12,-5,6,14,-20,-2
48,3,3,73,106,8,256,6,-37,5,1,0,0,1,1,0,0,-1,0,0,0,1,116,1,1,16,6,2,2,2,0,0,2,6,0,-180,82,-19,16,-7,7,14,6,-22,-2
46,2,2,64,96,17,258,6,-38,5,1,0,0,0,1,0,0,-1,0,0,0,1,143,2,1,9,3,3,6,3,0,0,1,12,1,-189,80,-11,43,-19,-13,15,12,-26,-2
35,2,2,60,104,7,289,4,-39,5,1,0,0,1,1,0,0,0,0,0,0,1,106,2,1,16,3,2,1,2,0,1,2,5,0,-180,80,-29,44,-12,-10,11,12,-28,-2
45,2,3,59,81,16,240,6,-38,6,1,0,0,1,1,0,0,0,0,0,0,1,117,4,0,8,2,3,5,3,0,1,1,13,1,-200,96,-11,34,-14,-9,11,5,-19,-2
38,3,3,59,92,4,294,5,-38,5,1,0,0,0,0,0,0,-1,0,0,0,1,121,3,1,12,1,2,2,4,0,0,1,9,1,-190,85,-19,32,-1,-6,6,7,-22,-2
32,1,3,60,101,9,213,5,-38,5,1,0,0,1,1,0,0,0,0,0,0,1,128,1,0,12,1,3,3,2,0,0,4,11,0,-185,98,-48,42,-9,6,3,12,-33,-2
45,2,3,67,93,26,268,6,-37,5,0,0,0,1,1,0,0,0,0,0,0,1,113,4,2,13,2,3,4,4,0,1,1,8,0,-204,121,-43,52,-33,11,-6,19,-30,-2
34,3,3,55,89,5,228,5,-38,5,1,1,0,1,1,0,0,-1,0,0,0,1,115,3,1,15,3,2,2,3,0,0,2,5,0,-193,91,-12,24,-6,-7,13,7,-25,-2
51,5,3,64,82,26,259,6,-37,6,0,0,0,1,1,0,0,-1,0,0,0,1,167,4,2,12,5,6,2,3,1,1,1,6,1,-214,120,-9,21,-12,-13,7,10,-21,-2
39,3,3,62,95,10,229,6,-38,6,1,0,0,1,1,0,0,-1,0,0,0,1,110,2,1,11,4,2,3,2,0,0,1,12,2,-192,90,-17,40,-21,-6,11,11,-27,-2
41,2,3,57,84,18,163,6,-38,6,1,0,0,1,1,0,0,-1,0,0,0,1,99,1,0,8,3,2,5,2,0,0,1,18,1,-203,107,-18,32,-15,-7,11,5,-22,-2
39,2,3,58,94,10,256,5,-38,5,1,1,0,1,1,0,0,-1,0,0,0,1,121,2,1,15,4,1,2,3,0,0,2,6,1,-183,75,-9,30,-12,-4,8,7,-22,-2
37,2,2,61,99,8,210,5,-38,5,1,0,0,1,1,0,0,0,0,0,0,1,111,4,1,8,2,2,3,3,0,1,1,13,1,-181,71,-12,39,-13,-10,10,12,-22,-2
44,1,3,58,79,22,199,6,-38,6,1,0,0,1,1,0,0,0,0,0,0,1,162,3,0,10,1,4,4,3,1,0,1,14,1,-209,113,-17,32,-18,-6,14,4,-27,-2
43,2,3,61,94,18,275,6,-38,5,1,0,0,1,1,0,0,-1,0,0,0,1,127,2,1,15,2,4,2,4,0,1,1,4,1,-189,81,-9,41,-22,-9,5,16,-26,-2
44,1,2,64,97,25,220,6,-38,5,1,0,0,1,1,0,0,-1,0,0,0,1,135,1,1,11,3,3,4,4,0,0,2,12,1,-195,95,-21,45,-21,-10,12,10,-27,-2
39,2,2,58,89,7,265,5,-38,6,1,0,0,0,1,0,0,-1,0,0,0,1,118,6,1,15,2,2,2,4,0,1,1,5,0,-186,81,-17,34,-4,-4,5,7,-23,-2
43,3,3,58,85,12,248,6,-38,6,1,0,0,1,1,0,0,-1,0,0,0,1,118,6,1,12,2,3,1,4,0,1,1,6,1,-192,90,-19,38,-18,2,12,6,-30,-2
36,2,2,60,102,12,233,5,-39,5,1,1,0,1,1,0,0,-1,0,0,0,1,137,1,0,14,2,3,3,3,0,0,2,7,1,-171,60,-17,40,-9,-8,9,9,-27,-2
39,2,3,58,91,9,286,5,-38,5,1,0,0,1,1,0,0,0,0,0,0,1,118,7,1,14,3,4,2,4,0,1,1,6,1,-193,89,-15,40,-22,-7,13,10,-28,-2
36,1,3,59,95,11,258,6,-38,6,1,0,0,1,1,0,0,0,0,0,0,1,124,3,1,10,4,2,3,4,0,0,1,13,2,-189,80,-15,46,-21,-5,8,13,-30,-2
40,1,3,59,92,18,227,6,-39,5,1,0,0,1,1,0,0,0,0,0,0,1,121,2,1,13,3,3,2,3,0,1,1,6,1,-196,97,-14,35,-22,-8,8,16,-27,-2
52,4,3,67,87,32,330,7,-37,5,1,0,0,1,1,0,0,0,0,0,0,1,131,4,0,12,2,5,3,5,1,1,1,8,1,-213,125,-17,21,-21,-3,19,4,-23,-2
38,3,2,59,96,7,252,5,-38,5,1,1,0,1,1,0,0,0,0,0,0,1,109,3,0,10,4,2,2,3,0,0,1,14,1,-185,80,-12,31,-13,-5,6,13,-22,-2
40,2,2,58,85,12,205,6,-38,6,1,0,0,1,1,0,0,0,0,0,0,1,109,5,1,10,2,3,3,3,0,1,1,10,1,-204,105,-17,41,-28,-3,6,15,-26,-2
37,1,3,62,103,11,250,5,-38,6,1,0,0,1,1,0,0,-1,0,0,0,1,108,3,1,11,3,2,3,3,0,0,1,12,1,-182,72,-18,54,-25,-6,8,16,-30,-2
46,2,3,62,91,22,232,6,-38,6,1,0,0,1,1,0,0,-1,0,0,0,1,116,6,1,13,2,4,1,2,0,1,0,8,1,-201,110,-30,44,-24,-12,21,14,-31,-2
36,2,3,57,96,3,270,5,-39,5,1,1,0,1,1,0,0,-1,0,0,0,1,128,3,1,16,1,2,2,5,0,1,2,6,0,-182,75,-11,27,-9,-5,9,12,-23,-2
39,2,2,60,93,11,246,6,-38,5,1,0,0,1,1,0,0,-1,0,0,0,1,108,1,1,10,3,2,4,3,0,0,1,13,2,-198,107,-30,39,-23,0,10,12,-31,-2
38,2,2,61,93,10,242,5,-38,6,1,0,0,1,1,0,0,-1,0,0,0,1,135,2,1,8,4,2,2,5,0,0,1,12,1,-193,94,-26,44,-14,-11,12,10,-26,-2
35,1,2,60,103,11,272,5,-39,5,1,1,0,1,1,0,0,-1,0,0,0,1,111,2,1,14,2,2,3,4,0,0,2,9,0,-183,83,-29,51,-22,-9,10,20,-31,-2
42,2,3,62,87,22,236,6,-38,6,1,0,0,1,1,0,0,0,0,0,0,1,104,4,0,9,2,6,3,4,1,0,0,13,1,-196,91,-8,31,-12,-9,7,7,-18,-2
36,1,3,60,95,13,160,5,-38,5,1,0,0,1,1,0,0,-1,0,0,0,1,118,1,1,12,3,3,3,4,0,0,1,13,1,-188,80,-12,41,-17,-9,9,11,-25,-2
23,0,3,47,98,2,240,2,-41,4,1,1,1,1,1,0,0,0,0,0,0,1,119,1,0,20,1,1,1,2,0,0,2,2,0,-172,70,-24,41,-12,-15,11,15,-31,-2
54,5,3,83,108,44,329,8,-37,4,0,0,0,1,1,0,0,0,0,0,0,1,138,2,1,9,2,5,4,7,1,1,2,8,1,-219,163,-73,52,-30,17,-19,19,-14,0
58,6,3,87,117,41,444,7,-36,5,0,0,0,1,1,0,0,0,0,0,0,1,192,4,0,6,3,5,2,6,0,1,3,8,2,-205,135,-62,57,-32,11,-8,22,-18,0
48,4,3,73,108,29,319,6,-38,5,1,0,0,1,1,0,0,0,0,0,0,1,155,4,1,9,3,3,2,5,0,1,3,8,1,-194,100,-19,23,-11,11,-7,6,-12,0
56,8,3,86,114,37,399,7,-36,5,0,0,0,1,1,0,0,0,0,0,0,1,174,2,1,8,5,7,3,4,0,1,3,6,1,-198,127,-68,58,-25,21,-15,18,-20,0
48,7,3,69,93,25,355,7,-36,5,1,0,0,1,0,0,0,-1,0,0,0,1,143,2,1,13,3,8,1,7,0,1,1,1,1,-230,192,-105,58,-24,18,-4,3,-16,0
53,6,3,87,119,18,412,6,-37,5,1,0,0,1,0,0,0,0,0,0,0,1,144,3,1,11,6,4,2,6,0,1,1,3,1,-186,125,-87,46,-17,27,11,0,-21,0
58,7,3,92,119,36,476,7,-36,5,1,0,0,1,1,0,0,-1,0,0,0,1,198,2,1,10,4,8,2,4,0,2,6,3,1,-207,155,-88,52,-27,24,-3,16,-26,0
51,7,3,76,102,35,417,7,-37,5,0,0,0,1,1,0,0,0,0,0,0,1,162,4,1,10,3,10,2,4,1,1,3,2,1,-218,158,-64,32,-14,17,-16,10,-9,0
51,7,3,78,109,22,402,6,-37,5,1,0,0,0,0,0,0,0,0,0,0,1,164,3,3,9,1,5,7,6,0,1,3,4,0,-205,143,-82,52,-9,11,1,1,-20,0
55,4,3,84,110,36,297,8,-37,5,1,0,0,1,0,0,0,0,0,0,0,1,145,2,1,11,2,6,3,5,0,2,4,4,2,-205,142,-76,49,-13,18,-8,6,-20,0
49,7,3,77,103,27,350,7,-36,5,1,0,0,1,1,0,0,-1,0,0,0,1,145,2,3,9,3,4,3,7,0,1,4,4,1,-221,173,-88,48,-22,19,-9,24,-29,0
53,5,2,77,98,32,376,7,-37,5,0,0,0,1,1,0,0,-1,0,0,0,1,158,2,3,14,3,4,3,3,0,1,2,2,1,-221,160,-67,55,-28,4,-5,7,-7,0
53,3,3,76,97,36,314,8,-37,5,0,0,0,1,0,0,0,0,0,0,0,1,155,5,2,14,3,3,3,5,1,2,1,3,2,-218,154,-67,47,-17,17,-15,6,-9,0
49,7,3,76,105,28,504,7,-37,5,1,0,0,1,1,0,0,0,0,0,0,1,162,5,1,9,3,6,2,5,1,1,4,3,1,-216,172,-116,93,-41,18,-6,16,-24,0
48,5,3,68,87,23,373,6,-37,5,1,0,0,1,1,0,0,-1,0,0,0,1,148,6,2,11,2,8,2,4,0,2,3,3,1,-225,172,-77,39,-8,2,3,6,-14,0
58,6,3,80,105,42,459,8,-36,5,0,0,0,1,1,0,0,0,0,0,0,1,163,3,1,11,3,6,2,7,0,0,2,4,1,-212,147,-71,61,-26,11,-15,19,-20,0
52,5,3,78,101,27,421,7,-37,5,0,0,0,1,1,0,0,0,0,0,0,1,164,4,1,9,4,6,3,6,1,1,3,4,2,-213,144,-63,55,-22,7,-10,12,-16,0
57,6,3,84,116,30,363,7,-36,5,1,0,0,1,1,0,0,0,0,0,0,1,189,4,2,10,2,3,5,7,0,2,2,5,2,-195,116,-60,58,-22,18,-8,7,-13,0
48,7,3,76,106,29,391,6,-37,5,1,0,0,1,1,0,0,0,0,0,0,1,166,3,2,7,3,4,3,9,0,1,4,4,1,-206,148,-84,51,-14,17,-15,16,-17,0
61,9,3,87,110,47,467,8,-36,5,0,0,0,1,1,0,0,-1,0,0,0,1,192,2,2,9,6,11,3,2,0,1,6,3,1,-213,155,-75,53,-27,12,-8,21,-19,0
51,6,3,78,104,35,513,7,-36,5,0,0,0,1,1,0,0,0,0,0,0,1,153,2,1,7,4,9,4,5,1,1,2,5,1,-217,166,-88,58,-25,18,-11,15,-21,0
