@relation arousal

@attribute Zcr numeric
@attribute Energy numeric
@attribute EnergyEntropy numeric
@attribute SpectralCentroid numeric
@attribute SpectralCentroidSpread numeric
@attribute SpectralEntropy numeric
@attribute SpectralFlux numeric
@attribute SpectralRollOff numeric
@attribute MFCC1 numeric
@attribute MFCC2 numeric
@attribute MFCC3 numeric
@attribute MFCC4 numeric
@attribute MFCC5 numeric
@attribute MFCC6 numeric
@attribute MFCC7 numeric
@attribute MFCC8 numeric
@attribute MFCC9 numeric
@attribute MFCC10 numeric
@attribute MFCC11 numeric
@attribute MFCC12 numeric
@attribute MFCC13 numeric
@attribute HarmonicRatio numeric
@attribute F0 numeric
@attribute ChromaVector1 numeric
@attribute ChromaVector2 numeric
@attribute ChromaVector3 numeric
@attribute ChromaVector4 numeric
@attribute ChromaVector5 numeric
@attribute ChromaVector6 numeric
@attribute ChromaVector7 numeric
@attribute ChromaVector8 numeric
@attribute ChromaVector9 numeric
@attribute ChromaVector10 numeric
@attribute ChromaVector11 numeric
@attribute ChromaVector12 numeric
@attribute LPC1 numeric
@attribute LPC2 numeric
@attribute LPC3 numeric
@attribute LPC4 numeric
@attribute LPC5 numeric
@attribute LPC6 numeric
@attribute LPC7 numeric
@attribute LPC8 numeric
@attribute LPC9 numeric
@attribute arousal {-2,-1,0,1,2}

@data
55,6,3,76,103,26,388,7,-36,5,0,0,0,1,1,0,0,0,0,0,0,1,142,4,13,4,3,5,8,7,2,3,3,2,1,-219,137,-16,21,-32,-2,9,20,-27,0
56,6,3,84,117,20,373,7,-36,5,0,0,0,1,1,0,0,0,0,0,0,1,158,1,10,3,15,9,4,7,2,3,2,5,1,-198,103,-8,20,-29,7,5,23,-24,0
38,1,3,58,91,13,286,5,-38,5,1,0,0,1,1,0,0,-1,0,0,0,1,129,7,12,2,4,5,3,3,2,1,3,8,5,-203,101,-8,36,-26,-11,11,19,-29,0
37,2,3,58,92,9,325,5,-38,5,1,0,0,1,1,0,0,-1,0,0,0,1,114,2,23,1,3,4,3,2,1,3,2,6,1,-191,82,-3,29,-19,2,8,14,-36,0
45,2,3,73,100,25,297,7,-37,5,0,0,0,1,1,0,0,-1,0,0,0,1,105,7,8,3,5,5,6,4,1,1,2,15,3,-203,111,-13,19,-21,2,7,18,-32,0
69,9,3,90,100,38,423,9,-34,5,0,0,0,1,1,0,0,0,0,0,0,1,168,2,9,4,8,9,4,9,2,7,4,3,1,-245,208,-80,40,-38,19,-4,22,-33,0
54,4,3,86,127,34,375,6,-36,5,0,0,0,1,1,0,0,0,0,0,0,1,117,2,17,1,2,5,11,7,1,1,2,2,1,-196,104,-19,27,-23,6,-5,29,-34,0
69,10,3,95,122,31,593,8,-35,5,0,0,0,1,1,0,0,-1,-1,0,0,1,229,4,8,3,14,12,3,4,2,4,3,4,2,-205,113,-5,14,-27,8,-2,31,-31,0
46,4,3,63,86,20,379,7,-37,6,0,0,0,1,1,0,0,0,0,0,0,1,165,5,6,2,9,9,8,5,1,4,2,5,3,-211,105,6,25,-24,-2,6,10,-21,0
37,1,3,68,118,11,261,5,-38,5,1,0,0,1,1,0,0,0,0,0,0,1,153,2,15,1,5,5,2,4,1,2,7,10,1,-178,67,-12,49,-27,-5,1,27,-35,0
37,1,3,61,102,13,228,5,-38,5,0,0,0,1,1,0,0,0,0,0,0,1,107,6,17,1,5,4,4,4,1,2,5,5,2,-202,107,-14,35,-31,-1,7,18,-32,0
57,9,3,84,108,30,406,7,-35,5,0,0,0,1,1,0,0,0,0,0,0,1,169,7,6,3,6,6,7,9,7,5,4,3,3,-221,156,-48,35,-42,26,-1,21,-41,0
57,7,3,90,128,22,345,7,-36,5,0,0,0,1,1,1,0,-1,0,0,0,1,128,3,16,4,9,9,5,3,1,2,4,4,2,-190,93,-20,39,-25,-1,0,22,-30,0
58,9,3,96,128,26,445,7,-35,5,0,0,0,1,1,0,0,-1,0,0,0,1,169,3,10,2,5,7,6,11,3,6,2,3,1,-212,157,-65,26,-16,16,-10,23,-35,0
52,6,3,74,102,24,396,7,-36,5,0,0,0,1,1,0,0,-1,0,0,0,1,130,5,12,2,8,7,7,5,1,3,3,5,3,-217,139,-31,28,-34,12,2,23,-34,0
33,2,3,58,99,12,234,5,-38,5,1,1,0,1,1,0,0,-1,0,0,0,1,135,1,15,2,3,5,5,6,1,1,4,10,2,-199,106,-20,32,-27,0,11,16,-33,0
44,1,3,67,103,15,220,6,-38,5,0,0,0,1,1,1,0,0,0,0,0,1,136,6,17,1,5,6,3,5,1,1,4,6,2,-206,123,-28,33,-36,7,5,25,-42,0
40,2,3,63,99,10,264,5,-38,5,0,0,0,1,1,0,0,0,0,0,0,1,108,3,13,3,4,5,4,3,1,2,7,13,2,-203,106,-9,30,-31,-6,16,14,-31,0
53,5,3,83,117,34,414,7,-36,5,0,0,0,1,1,0,0,0,0,0,0,1,129,2,13,2,3,8,4,2,2,4,8,5,2,-200,114,-32,38,-29,12,-4,18,-24,0
46,6,3,76,115,15,460,5,-37,5,0,0,0,1,1,0,0,0,0,0,0,1,159,4,15,5,4,7,6,3,1,3,4,2,1,-197,109,-28,36,-33,15,1,16,-36,0
48,5,3,75,112,27,313,6,-36,5,0,0,0,1,1,0,0,0,0,0,0,1,172,4,15,3,5,7,7,5,1,3,5,4,1,-209,138,-48,36,-28,13,1,18,-36,0
30,1,3,51,85,4,222,4,-38,6,1,1,0,1,1,0,0,0,0,0,0,1,108,3,17,2,3,4,6,4,1,2,7,12,1,-207,114,-23,44,-32,-5,15,16,-37,0
38,1,3,62,108,15,241,5,-38,5,1,0,0,1,1,0,0,-1,0,0,0,1,131,6,13,2,4,5,3,3,1,2,5,6,3,-184,69,9,26,-28,2,6,22,-26,0
46,2,3,67,97,25,232,6,-37,5,0,0,0,1,1,0,0,-1,0,0,0,1,126,6,12,2,4,8,4,5,2,1,8,8,1,-202,96,7,24,-27,-2,4,19,-27,0
57,4,3,84,117,46,292,8,-36,4,0,0,0,1,1,0,0,0,0,0,0,1,145,2,14,1,3,9,4,8,2,4,9,4,2,-209,141,-58,52,-32,9,-9,26,-31,0
39,2,3,64,100,10,272,6,-37,5,0,0,0,0,1,0,0,-1,0,0,0,1,120,3,15,10,7,5,4,5,1,2,4,5,1,-209,115,-18,48,-36,-12,9,14,-24,-1
35,1,3,57,92,14,237,5,-38,5,1,1,0,0,1,0,0,-1,0,0,0,1,122,7,18,1,3,7,4,6,3,3,3,2,2,-207,113,-18,42,-32,-8,11,13,-26,-1
34,1,2,63,113,6,268,4,-39,5,1,1,0,1,1,0,0,-1,0,0,0,1,109,5,20,1,3,5,4,5,2,2,4,5,2,-178,82,-45,75,-42,7,-7,28,-36,-1
45,2,3,71,107,8,237,6,-37,6,1,0,0,1,1,0,0,-1,0,0,0,1,112,5,12,2,6,4,3,7,0,1,2,9,6,-192,91,-23,55,-39,8,-3,19,-23,-1
36,1,3,85,149,6,220,4,-39,5,1,1,1,1,1,0,0,-1,0,0,0,1,112,3,24,1,2,5,4,3,1,2,6,3,1,-139,28,-44,73,-11,-6,-11,28,-25,-1
43,1,3,70,112,8,197,6,-38,5,1,0,0,1,1,0,0,-1,0,0,0,1,114,9,13,2,6,6,3,6,3,2,3,5,2,-184,85,-25,51,-44,15,4,13,-27,-1
40,1,3,68,113,16,279,5,-38,5,1,0,0,1,1,0,0,-1,0,0,0,1,104,8,13,1,5,7,3,5,2,1,4,8,2,-183,80,-27,57,-28,2,-4,17,-23,-1
39,2,3,57,91,9,279,5,-38,5,1,1,0,0,1,0,0,-1,0,0,0,1,111,3,16,3,6,3,5,5,1,2,3,9,2,-208,111,-12,39,-30,-11,10,18,-23,-1
36,1,3,59,101,12,221,5,-38,5,1,1,0,1,1,0,0,-1,0,0,0,1,111,3,18,3,9,6,4,4,1,2,6,5,2,-203,114,-33,59,-49,6,6,19,-38,-1
40,1,3,58,97,7,183,6,-38,6,1,0,0,1,1,0,0,0,0,0,0,1,103,1,14,4,3,3,8,2,1,1,7,13,1,-189,72,-5,61,-46,5,-2,23,-27,-1
38,1,3,54,85,13,214,5,-38,6,1,0,0,1,1,0,0,-1,0,0,0,1,97,2,12,3,4,7,4,3,1,1,9,11,1,-208,111,-20,55,-42,-4,12,15,-32,-1
34,1,3,67,115,4,242,4,-38,5,1,1,0,1,1,0,0,-1,0,0,0,1,106,7,17,2,4,5,5,4,2,1,5,6,2,-176,70,-27,64,-34,-1,2,22,-28,-1
48,2,3,66,93,26,266,7,-37,6,0,0,0,1,1,0,0,-1,0,0,0,1,129,7,14,1,5,11,3,7,1,2,4,6,4,-217,134,-33,51,-47,5,10,18,-41,-1
31,1,3,55,99,3,157,4,-39,5,1,1,0,1,1,0,0,-1,0,0,0,1,103,2,19,1,6,4,5,5,1,5,8,3,1,-196,102,-31,54,-33,-6,11,19,-37,-1
47,1,3,75,116,14,220,6,-37,5,1,0,0,1,1,0,0,0,0,0,0,1,127,4,15,4,4,5,5,4,1,2,6,9,1,-186,75,-7,50,-38,1,2,16,-18,-1
34,1,3,58,97,5,217,5,-38,5,1,1,0,1,1,0,0,-1,0,0,0,1,106,4,15,3,6,3,5,3,1,6,6,10,1,-194,97,-26,60,-51,9,5,21,-39,-1
35,1,3,52,86,4,201,5,-38,6,1,1,0,1,1,0,0,-1,0,0,0,1,104,5,12,1,6,4,2,6,0,6,9,5,3,-207,108,-21,58,-47,5,8,13,-32,-1
39,1,3,61,102,9,211,5,-38,5,1,1,0,1,1,0,0,0,0,0,0,1,107,3,12,3,5,6,4,8,1,4,5,8,3,-200,105,-24,48,-40,6,5,18,-31,-1
40,1,3,59,93,17,217,7,-38,6,1,0,0,1,1,0,0,-1,0,0,0,1,98,3,14,3,3,9,4,4,1,3,13,4,1,-206,109,-23,59,-47,7,1,19,-34,-1
38,2,3,54,88,20,216,6,-38,5,1,1,0,1,1,0,0,-1,0,0,0,1,103,4,11,3,3,7,5,4,1,1,7,9,2,-205,105,-8,33,-26,-9,15,10,-23,-1
39,1,3,53,89,17,223,5,-38,5,1,1,0,1,1,0,0,-1,0,0,0,1,99,2,16,1,5,8,5,3,1,2,13,4,1,-203,111,-32,62,-44,1,3,26,-38,-1
35,1,3,59,101,12,186,5,-38,5,1,1,0,1,1,0,0,-1,0,0,0,1,136,1,18,2,5,5,2,6,1,3,8,3,1,-185,78,-16,56,-33,-7,5,22,-34,-1
39,1,3,61,100,13,214,6,-38,6,1,0,0,1,1,0,0,-1,0,0,0,1,99,2,15,1,4,8,3,1,1,5,15,4,0,-184,70,-12,65,-43,5,-3,24,-28,-1
37,2,3,56,92,10,264,5,-38,5,1,1,0,1,1,0,0,-1,0,0,0,1,110,5,18,2,3,6,5,4,2,2,6,7,2,-200,102,-11,36,-32,-4,8,18,-26,-1
27,1,3,53,100,6,171,4,-39,5,1,1,0,1,1,0,0,-1,0,0,0,1,105,1,18,0,1,6,3,3,1,1,12,5,1,-183,81,-32,63,-31,-3,3,22,-39,-1
38,1,3,56,93,8,281,5,-38,5,1,1,0,1,1,0,0,-1,0,0,0,1,108,2,19,2,4,5,3,4,1,1,6,7,1,-205,108,-17,47,-42,4,4,18,-32,-1
32,1,3,51,86,8,191,5,-38,6,1,0,0,1,1,1,0,-1,0,0,0,1,106,1,19,2,3,6,3,7,1,1,12,2,1,-195,89,-13,49,-30,-4,8,13,-29,-1
36,1,3,69,119,8,236,5,-38,5,1,1,0,1,1,0,0,-1,0,0,0,1,111,1,17,3,4,4,4,4,1,1,7,9,2,-169,54,-16,61,-30,-1,-5,21,-19,-1
37,1,3,60,101,8,242,5,-38,5,1,1,0,1,1,1,0,-1,0,0,0,1,112,3,17,2,6,6,3,3,1,2,10,3,1,-189,86,-24,60,-32,-12,9,20,-31,-1
30,1,3,50,90,4,255,4,-38,5,1,1,0,1,1,0,0,-1,0,0,0,1,99,1,19,1,2,4,3,3,1,1,11,5,2,-199,101,-25,63,-60,18,9,12,-37,-1
43,1,3,55,85,8,202,7,-37,6,1,0,0,1,1,0,0,-1,0,0,0,1,95,2,14,1,3,8,4,3,1,3,16,6,1,-197,82,-3,53,-41,8,-1,18,-26,-1
35,0,3,65,116,7,163,5,-39,5,1,1,0,1,1,0,0,-1,0,0,0,1,104,1,20,5,2,4,2,5,1,6,6,3,1,-173,79,-50,67,-22,-4,-2,23,-32,-1
44,1,3,62,98,8,304,6,-37,5,0,0,0,1,1,0,0,-1,0,0,0,1,112,3,15,4,6,5,3,4,1,4,7,5,1,-207,119,-28,47,-40,3,6,21,-33,-1
39,1,3,65,110,14,263,5,-38,5,1,0,0,1,1,0,0,0,0,0,0,1,131,1,19,3,2,8,3,4,1,3,8,5,1,-178,75,-35,75,-43,5,-10,30,-29,-1
39,1,3,66,117,12,213,5,-39,5,1,0,0,1,1,1,0,-1,0,0,0,1,109,3,18,2,5,7,3,4,1,2,10,5,1,-180,81,-37,69,-37,2,-3,25,-32,-1
31,1,3,56,99,13,242,5,-39,5,1,1,0,1,1,0,0,-1,0,0,0,1,150,3,19,3,4,6,5,4,1,2,8,7,1,-194,99,-25,49,-34,-3,5,26,-42,-1
39,1,3,59,97,13,271,5,-38,5,1,1,0,1,1,0,0,0,0,0,0,1,129,3,14,3,4,7,5,6,1,4,11,3,3,-197,98,-19,53,-52,12,3,22,-32,-1
37,0,3,60,102,9,201,5,-39,5,1,1,0,1,1,0,0,-1,0,0,0,1,124,1,18,5,3,5,3,8,1,2,5,5,2,-189,93,-27,48,-32,2,1,22,-31,-1
36,1,3,65,109,13,228,5,-38,5,1,1,0,1,1,0,0,-1,0,0,0,1,105,3,12,3,6,8,4,3,1,3,8,11,1,-183,83,-32,65,-42,10,-5,23,-33,-1
45,1,3,80,125,14,175,6,-38,5,1,0,0,1,1,0,0,-1,0,0,0,1,128,2,18,4,7,5,4,5,1,6,5,4,2,-171,65,-29,63,-30,-2,-3,25,-35,-1
36,1,3,59,102,5,263,5,-38,5,1,1,0,1,1,0,0,-1,0,0,0,1,99,4,14,2,8,7,5,4,1,6,8,6,2,-187,82,-21,61,-45,7,-4,27,-33,-1
41,1,2,70,110,17,172,5,-38,5,1,0,0,1,1,0,0,-1,0,0,0,1,154,1,17,3,4,5,2,4,1,4,6,4,1,-185,79,-21,64,-49,9,-5,34,-36,-1
29,1,3,53,102,3,216,4,-39,5,1,1,0,1,1,0,0,-1,0,0,0,1,101,3,17,2,4,5,4,4,1,1,8,3,2,-185,88,-31,60,-43,7,2,22,-38,-1
38,1,3,58,100,13,221,4,-38,5,1,1,0,1,1,1,0,-1,0,0,0,1,105,2,18,1,3,8,3,2,1,2,10,5,1,-191,86,-16,59,-55,16,-2,31,-48,-1
42,1,3,71,113,15,224,6,-38,5,1,0,0,1,1,0,0,-1,0,0,0,1,103,2,18,3,4,8,3,5,1,3,7,3,1,-182,76,-17,53,-40,7,-3,26,-30,-1
39,1,3,58,97,13,213,5,-38,5,1,1,0,1,1,0,0,-1,0,0,0,1,112,5,18,2,3,7,2,5,1,4,7,5,1,-196,93,-12,43,-30,-6,7,17,-28,-1
41,1,3,64,106,15,223,6,-38,5,1,0,0,1,1,0,0,-1,0,0,0,1,128,1,18,2,5,6,5,5,1,3,12,4,1,-185,76,-18,65,-48,13,-11,26,-31,-1
40,1,3,61,100,18,229,6,-38,5,1,0,0,1,1,0,0,0,0,0,0,1,112,2,19,2,3,6,7,6,1,1,6,8,1,-188,78,-6,49,-38,1,1,22,-29,-1
39,1,3,62,96,14,203,7,-38,6,0,0,0,1,1,0,0,-1,0,0,0,1,113,2,16,3,6,7,3,6,1,5,9,3,1,-203,111,-31,57,-38,-2,3,21,-35,-1
49,11,2,80,104,30,275,7,-35,5,0,0,0,0,1,0,0,0,0,0,0,1,151,7,10,3,6,7,5,6,3,3,4,7,3,-229,172,-54,47,-59,38,-24,24,-33,2
58,11,3,87,116,38,292,8,-34,5,0,0,0,0,1,0,0,-1,0,0,0,1,204,4,8,5,6,16,8,5,5,2,2,2,2,-208,116,0,22,-53,26,-7,27,-22,2
41,3,3,66,101,10,274,6,-37,6,1,0,0,1,1,1,0,-1,0,0,0,1,112,5,10,3,8,5,5,4,1,2,2,12,4,-195,85,1,28,-24,14,-8,16,-18,2
65,10,3,94,117,44,308,9,-34,4,0,0,0,1,0,0,0,-1,0,0,0,1,222,6,8,4,5,11,14,6,4,3,2,5,3,-221,168,-63,40,-55,62,-42,30,-26,2
61,11,3,83,101,44,324,8,-35,5,0,0,0,1,1,0,0,-1,0,0,0,1,171,9,8,2,10,7,6,10,5,2,2,6,2,-227,166,-47,27,-30,26,-26,25,-18,2
75,22,3,111,134,33,512,9,-33,3,0,0,0,1,1,0,0,-1,-1,0,0,1,234,8,10,10,6,10,2,2,2,4,1,4,4,-214,169,-85,56,-49,49,-42,39,-23,2
38,3,3,53,80,6,275,5,-38,6,1,1,0,1,1,0,0,0,0,0,0,1,119,3,16,3,4,10,5,2,0,1,4,6,2,-215,116,9,4,-25,17,-8,11,-12,2
64,13,3,96,116,51,365,9,-34,4,0,0,0,1,0,0,0,-1,0,0,0,1,244,4,11,2,4,7,9,5,7,3,3,2,2,-214,152,-56,51,-62,58,-29,19,-35,2
45,5,3,62,85,19,467,6,-37,5,0,0,0,1,1,0,0,-1,0,0,0,1,160,4,10,3,7,9,5,4,2,4,3,3,1,-226,155,-40,34,-44,37,-19,11,-9,2
46,4,3,73,104,18,294,6,-36,5,1,0,0,0,1,0,0,0,0,0,0,1,121,7,10,6,5,6,5,5,1,2,3,10,2,-201,97,2,23,-22,11,-6,4,-13,2
67,14,3,104,130,41,386,8,-34,4,0,0,0,1,0,0,0,-1,-1,0,0,1,231,4,10,6,8,16,2,4,2,2,2,3,4,-186,106,-39,36,-39,42,-17,16,-17,2
63,8,3,104,123,48,331,9,-35,5,0,0,0,1,1,0,0,0,0,0,0,1,161,5,6,3,7,7,5,4,2,4,2,10,5,-207,138,-40,32,-38,35,-21,22,-19,2
73,15,3,110,129,33,349,10,-32,3,0,0,0,1,1,0,0,-1,-1,0,0,1,211,3,15,19,5,5,2,3,1,3,3,2,4,-229,199,-105,72,-73,69,-52,39,-25,2
50,4,3,85,114,34,339,7,-35,5,0,0,0,1,0,0,0,0,0,0,0,1,161,10,11,2,3,8,3,7,3,3,2,5,2,-198,90,14,10,-19,11,6,-3,-9,2
49,7,2,72,91,23,383,7,-35,5,0,0,0,1,1,0,0,-1,0,0,0,1,164,6,9,2,10,4,10,5,2,2,3,8,2,-218,126,-3,14,-35,33,-13,-1,-7,2
52,9,3,80,113,35,388,8,-35,5,0,0,0,1,1,0,0,0,0,0,0,1,126,4,10,2,7,5,7,6,2,2,3,12,3,-204,104,2,18,-27,14,-13,20,-16,2
63,13,3,101,121,33,495,9,-34,4,0,0,0,1,1,0,-1,-1,-1,0,0,1,205,6,10,3,17,9,5,5,3,2,1,2,2,-218,165,-60,35,-44,45,-26,8,-13,2
42,3,2,57,80,15,225,6,-38,6,1,0,0,1,1,1,0,0,0,0,0,1,116,7,14,2,5,6,4,5,2,1,3,6,2,-225,145,-22,9,-21,27,2,-11,-12,2
51,8,2,70,89,25,301,7,-36,6,0,0,0,1,1,0,0,-1,0,0,0,1,138,6,10,1,7,5,6,8,1,2,1,6,4,-223,139,-4,2,-38,44,-15,8,-20,2
65,10,3,92,113,39,298,8,-34,5,0,0,0,1,1,0,0,-1,-1,0,1,1,187,3,13,4,9,10,6,3,1,2,2,4,3,-223,159,-38,5,-18,34,-12,3,-25,2
47,5,3,66,92,21,411,6,-37,6,0,0,0,1,1,0,0,-1,0,0,0,1,167,4,17,2,10,6,5,4,1,2,3,3,1,-219,144,-41,35,-47,55,-26,11,-28,2
50,5,3,87,114,39,243,8,-36,5,0,0,0,1,0,0,0,-1,0,0,0,1,184,5,15,4,7,5,5,9,4,3,3,5,3,-207,126,-18,8,-29,43,-22,7,-14,2
51,4,2,73,92,19,392,7,-36,6,0,0,0,1,1,0,0,-1,0,0,0,1,142,5,13,2,8,5,6,4,1,2,2,4,1,-205,117,-14,5,-26,33,-1,2,-11,2
58,14,3,108,136,44,445,9,-33,4,0,0,0,1,0,0,0,0,0,0,0,1,192,8,10,3,4,5,9,6,7,2,2,3,3,-199,134,-48,40,-45,35,-22,30,-32,2
51,6,3,84,116,30,318,7,-35,5,0,0,0,1,1,0,0,0,0,0,0,1,151,5,9,4,7,2,7,8,1,2,3,5,6,-202,122,-40,41,-44,48,-26,16,-29,2
52,8,3,80,105,30,436,7,-36,5,0,0,0,1,0,0,0,-1,0,0,1,1,207,4,12,2,7,11,8,4,3,2,2,3,2,-203,113,-3,2,-30,41,-21,8,-8,2
48,6,3,68,85,21,303,7,-36,6,0,0,0,1,1,0,0,-1,-1,0,0,1,135,4,13,2,5,7,3,5,1,2,3,8,3,-223,137,-11,11,-30,32,-20,15,-16,2
80,17,3,107,123,49,333,10,-32,4,0,0,0,1,0,0,-1,-1,0,0,0,1,309,7,13,2,5,8,6,14,2,2,3,2,2,-211,149,-62,60,-67,65,-42,28,-31,2
40,2,3,69,106,19,241,5,-38,5,1,0,0,1,1,0,0,-1,0,0,0,1,160,4,16,2,9,4,5,6,1,2,4,5,2,-190,90,-4,8,-15,22,-4,1,-6,2
52,6,3,67,87,33,334,7,-36,5,0,0,0,1,1,0,0,-1,0,0,0,1,162,8,11,3,4,9,4,6,2,2,2,6,1,-221,137,-11,8,-24,28,-21,10,-7,2
62,8,3,99,134,43,279,7,-35,3,0,1,0,1,0,0,0,-1,0,1,0,1,132,5,11,2,3,6,5,6,5,4,3,4,1,-185,102,-30,33,-36,34,-23,27,-29,2
50,8,3,76,96,32,314,8,-36,4,0,1,0,1,1,0,0,0,-1,0,0,1,150,5,16,2,4,8,7,4,2,4,7,3,2,-243,214,-101,63,-59,51,-38,24,-15,2
59,5,3,96,126,48,362,8,-35,4,1,0,0,1,1,0,0,-1,0,0,0,1,195,3,10,4,5,6,9,3,1,1,7,7,3,-214,172,-106,73,-49,32,-3,21,-32,2
59,8,3,90,125,45,334,8,-35,4,0,0,0,1,1,0,0,0,0,0,0,1,154,3,11,3,5,11,8,5,2,6,3,5,3,-206,149,-98,94,-50,24,-24,32,-38,2
55,10,3,86,117,35,385,8,-35,5,1,0,0,1,1,0,0,-1,0,0,0,1,182,3,10,5,5,15,7,3,3,6,2,4,2,-207,150,-92,66,-29,33,-18,17,-27,2
61,8,3,91,112,42,396,9,-33,4,0,0,0,1,1,0,0,0,0,0,0,1,154,3,6,3,17,17,7,5,2,4,2,5,3,-238,217,-141,113,-86,68,-55,53,-56,2
55,9,3,87,114,34,413,8,-34,4,1,0,0,1,0,0,0,0,0,0,0,1,152,3,10,6,7,8,10,8,3,2,2,3,2,-242,253,-216,163,-102,81,-32,11,-23,2
47,6,3,77,109,16,398,6,-36,5,1,0,0,1,1,1,0,0,0,0,0,1,151,2,10,3,6,7,3,6,2,6,5,5,4,-222,191,-133,88,-34,14,12,3,-23,2
56,8,3,89,116,37,263,8,-35,5,0,0,0,1,1,0,0,-1,0,0,0,1,167,4,8,5,5,17,5,5,2,5,4,3,3,-223,194,-129,85,-50,42,-18,12,-16,2
54,7,3,88,117,33,310,7,-35,5,1,0,0,1,1,0,0,0,0,0,0,1,172,4,7,4,8,14,9,6,1,4,3,4,2,-223,194,-132,83,-25,3,9,1,-22,2
55,7,3,80,104,22,414,8,-35,5,1,0,0,1,0,0,0,0,0,0,0,1,161,3,7,4,12,6,4,10,1,5,6,4,5,-237,226,-173,122,-51,21,3,8,-33,2
52,2,3,87,119,32,371,7,-36,5,1,0,0,1,0,0,0,-1,0,0,0,1,164,2,14,10,6,7,4,6,1,2,4,4,2,-206,157,-111,79,-26,19,1,3,-14,2
57,7,3,89,113,47,313,8,-35,4,0,0,0,1,1,0,0,-1,0,0,0,1,164,3,11,4,4,8,12,10,2,1,6,4,3,-235,210,-121,78,-44,18,7,1,-22,2
55,7,3,88,117,35,352,8,-35,4,0,0,0,1,1,0,0,-1,0,0,0,1,176,3,9,4,7,9,11,7,2,6,7,8,2,-220,165,-77,59,-43,28,-19,21,-21,2
45,7,3,72,101,16,414,6,-36,5,1,0,0,1,1,0,0,0,0,0,0,1,132,4,17,8,3,5,5,6,2,2,2,4,2,-227,199,-138,88,-25,7,10,4,-36,2
45,7,3,74,105,15,381,7,-35,5,1,0,0,1,0,0,0,0,0,0,0,1,140,3,7,5,13,10,7,5,2,3,3,5,1,-216,165,-95,65,-35,30,-12,20,-29,2
61,5,3,83,103,39,367,8,-35,5,0,0,0,1,1,0,0,0,0,0,0,1,142,5,9,5,11,8,6,7,2,6,5,6,4,-243,231,-159,124,-91,67,-40,34,-37,2
51,7,3,73,90,29,444,7,-36,5,0,0,0,1,1,0,0,-1,0,0,0,1,146,2,8,5,10,12,5,4,2,5,3,2,1,-248,234,-149,118,-85,48,-30,28,-27,2
57,9,3,83,108,25,418,8,-34,5,1,0,0,1,0,0,0,0,0,0,0,1,155,3,7,6,8,10,5,8,3,9,3,3,3,-212,161,-98,68,-41,50,-28,24,-28,2
56,9,3,88,117,33,469,7,-35,5,0,0,0,1,1,0,0,0,0,0,0,1,207,4,9,3,7,11,7,8,2,2,5,3,2,-225,201,-134,89,-68,66,-34,25,-35,2
48,9,2,73,100,19,377,7,-35,5,1,0,0,1,1,1,0,0,0,0,0,1,148,5,7,4,9,8,10,3,1,5,4,4,1,-235,206,-126,85,-56,48,-22,17,-22,2
52,9,3,81,101,36,279,8,-34,4,0,0,0,1,1,0,0,0,0,0,0,1,166,2,10,4,9,7,7,11,2,1,6,3,3,-237,215,-129,80,-50,41,-23,25,-20,2
52,7,3,85,111,26,411,7,-35,4,0,0,0,1,1,0,0,-1,0,0,0,1,168,3,10,8,12,12,5,5,2,3,2,3,2,-227,209,-144,78,-30,17,-1,23,-21,2
50,7,3,87,127,30,395,7,-36,5,1,0,0,1,1,0,0,-1,0,0,0,1,165,4,10,3,5,9,13,5,1,4,3,3,1,-196,140,-107,86,-38,29,-14,19,-17,2
50,6,3,80,111,20,335,6,-36,5,1,0,0,1,1,0,0,-1,0,0,0,1,137,4,11,4,9,4,12,9,1,1,2,4,1,-219,184,-115,52,-9,15,6,7,-28,2
41,6,2,66,96,17,417,6,-36,5,1,0,0,1,1,0,0,0,0,0,0,1,164,2,11,2,7,10,7,3,1,4,5,3,2,-216,181,-149,124,-64,44,-8,2,-23,2
51,10,2,81,112,13,443,6,-34,5,1,0,0,1,1,0,0,0,0,0,0,1,154,5,8,4,8,5,5,9,1,5,6,3,2,-220,178,-114,78,-25,11,-5,13,-25,2
52,9,3,87,121,29,353,7,-35,4,0,0,0,1,1,0,0,-1,0,0,0,1,145,3,9,6,9,7,6,5,3,3,5,3,2,-206,149,-86,61,-28,29,-20,17,-16,2
58,11,3,87,105,39,349,9,-33,5,0,0,0,1,1,0,0,0,0,0,0,1,205,4,7,7,11,14,6,7,3,5,1,2,2,-251,240,-140,82,-41,24,-25,26,-22,2
22,1,3,39,74,2,245,3,-41,5,1,1,1,1,1,0,0,-1,0,0,0,0,87,3,18,2,3,6,4,6,1,2,3,5,2,-219,143,-41,44,-38,18,-9,7,-10,2
26,1,3,50,93,6,210,4,-39,5,1,1,1,1,1,0,0,0,0,0,0,1,101,9,17,1,2,5,2,4,1,2,5,3,2,-193,99,-26,42,-18,-15,12,12,-31,-2
33,2,3,54,86,10,173,5,-37,6,1,1,0,0,1,0,0,-1,0,0,0,1,110,10,11,1,4,5,3,6,2,1,2,10,5,-217,126,-22,48,-36,-14,18,11,-25,-2
36,1,3,55,94,2,207,5,-38,6,1,1,0,0,1,0,0,-1,0,0,0,1,109,4,12,2,6,2,3,8,1,1,2,12,5,-196,90,-15,53,-37,-6,13,16,-31,-2
